Injury_ID,Injury_Location,Condition_Name,Severity,Affected_Workout_Types,Recommended_Modifications
INJ_4273,Wrist / Elbow,Wrist Sprain,Chronic/Recurring,Upper Body & Pull (Back/Biceps),"Avoid Push-ups, Bench Press, and Heavy Gripping | Substitute Push-ups with Forearm Planks"
INJ_4274,Wrist / Elbow,Wrist Sprain,Moderate,Upper Body,"Avoid Push-ups, Bench Press, and Heavy Gripping | Substitute Push-ups with Forearm Planks"
INJ_4275,Lower Back,Muscle Sprain,Rehabilitating,Pull (Back/Biceps) & Full Body,"Avoid Deadlifts, heavy Squats, and Russian Twists | Keep spine neutral during Planks"
INJ_4276,Shoulder,Labral Tear,Chronic/Recurring,Full Body,"Avoid Overhead Press, Military Press, Dips, and Pull-ups | Limit range of motion on Bench Press"
INJ_4277,Shoulder,Shoulder Impingement,Moderate,Full Body,"Avoid Overhead Press, Military Press, and Dips | Substitute Barbell Bench with Neutral-grip Dumbbell Press"
INJ_4278,Hip / Groin,Hip Flexor Strain,Rehabilitating,Legs & Lower Body,"Avoid Sit-ups and Crunches | Avoid high-impact cardio (High Knees, Box Jumps, Burpees, Sprints)"
INJ_4279,Hip / Groin,Piriformis Syndrome,Rehabilitating,Legs & Lower Body,Avoid heavy Squats and Lunges | Substitute with Glute Bridges and Clamshells
INJ_4280,Hip / Groin,Piriformis Syndrome,Chronic/Recurring,Legs & Lower Body,Avoid heavy Squats and Lunges | Substitute with Glute Bridges and Clamshells
INJ_4281,Wrist / Elbow,Wrist Sprain,Rehabilitating,Upper Body & Pull (Back/Biceps),"Avoid Push-ups, Bench Press, and Heavy Gripping | Substitute Push-ups with Forearm Planks"
INJ_4282,Core,Abdominal Strain,Severe,Core,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_4283,Neck,Cervical Sprain,Mild,Full Body & Upper Body,"Avoid Overhead Press, Military Press, and Shrugs | Keep neck neutral during Planks"
INJ_4284,Ankle / Foot,Ankle Sprain,Mild,Lower Body,"Avoid Box Jumps, Burpees, High Knees, Jumping Jacks, Running, and Sprints | Substitute standing exercises with seated variations"
INJ_4285,Lower Back,SI Joint Dysfunction,Mild,Pull (Back/Biceps) & Full Body,Avoid heavy Deadlifts and Bent-over Rows | Substitute Sit-ups with Planks or Bird-Dogs
INJ_4286,Wrist / Elbow,Tennis Elbow,Severe,Upper Body & Pull (Back/Biceps),"Avoid heavy gripping, Pull-ups, and Chin-ups | Use straps for all pulling movements"
INJ_4287,Ankle / Foot,Ankle Sprain,Rehabilitating,Lower Body,"Avoid Box Jumps, Burpees, High Knees, Jumping Jacks, Running, and Sprints | Substitute standing exercises with seated variations"
INJ_4288,Lower Back,Herniated Disc,Mild,Pull (Back/Biceps) & Full Body,"Avoid Deadlifts, Squats, and Sit-ups | Substitute bent-over rows with chest-supported rows | Keep spine neutral"
INJ_4289,Hip / Groin,Hip Flexor Strain,Moderate,Legs & Lower Body,"Avoid Sit-ups and Crunches | Avoid high-impact cardio (High Knees, Box Jumps, Burpees, Sprints)"
INJ_4290,Hip / Groin,Hip Flexor Strain,Moderate,Legs & Lower Body,"Avoid Sit-ups and Crunches | Avoid high-impact cardio (High Knees, Box Jumps, Burpees, Sprints)"
INJ_4291,Ankle / Foot,Achilles Tendinitis,Rehabilitating,Legs & Core & Cardio,"Substitute standing calf raises with seated | Avoid Running, Sprints, Box Jumps, and High Knees"
INJ_4292,Wrist / Elbow,Carpal Tunnel Syndrome,Severe,Push (Chest/Shoulders/Triceps),Avoid heavy gripping (use straps for pulling) | Avoid Skull Crushers
INJ_4293,Lower Back,SI Joint Dysfunction,Rehabilitating,Full Body & Lower Body & Core,Avoid heavy Deadlifts and Bent-over Rows | Substitute Sit-ups with Planks or Bird-Dogs
INJ_4294,Ankle / Foot,Achilles Tendinitis,Rehabilitating,Legs & Core & Cardio,"Substitute standing calf raises with seated | Avoid Running, Sprints, Box Jumps, and High Knees"
INJ_4295,Shoulder,Rotator Cuff Tendinitis,Severe,Pull (Back/Biceps) & Push,"Avoid Overhead Press, Military Press, and Dips | Avoid wide-grip Pull-ups"
INJ_4296,Core,Abdominal Strain,Mild,Core & Cardio & Full Body,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_4297,Knee,IT Band Syndrome,Mild,Full Body,"Avoid Running, Sprints, and High Knees | Substitute Lunges with Glute Bridges"
INJ_4298,Knee,Patellar Tendinitis,Rehabilitating,Lower Body,Substitute Squats/Lunges with Glute Bridges | Avoid High Knees and Sprints
INJ_4299,Hip / Groin,Hip Flexor Strain,Moderate,Lower Body & Core & Cardio,"Avoid Sit-ups and Crunches | Avoid high-impact cardio (High Knees, Box Jumps, Burpees, Sprints)"
INJ_4300,Core,Abdominal Strain,Rehabilitating,Core & Cardio & Full Body,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_4301,Wrist / Elbow,TFCC Tear,Severe,Push (Chest/Shoulders/Triceps),Use neutral grips (Hammer Curls instead of regular) | Avoid Push-ups and Bench Press
INJ_4302,Lower Back,Herniated Disc,Severe,Full Body & Lower Body & Core,"Avoid Deadlifts, Squats, and Sit-ups | Substitute bent-over rows with chest-supported rows | Keep spine neutral"
INJ_4303,Neck,Postural Neck Pain,Rehabilitating,Core & Cardio,Keep neck neutral during Planks and Push-ups | Avoid Shrugs
INJ_4304,Ankle / Foot,Achilles Tendinitis,Chronic/Recurring,Lower Body,"Substitute standing calf raises with seated | Avoid Running, Sprints, Box Jumps, and High Knees"
INJ_4305,Core,Abdominal Strain,Moderate,Core,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_4306,Wrist / Elbow,TFCC Tear,Chronic/Recurring,Upper Body,Use neutral grips (Hammer Curls instead of regular) | Avoid Push-ups and Bench Press
INJ_4307,Wrist / Elbow,Wrist Sprain,Rehabilitating,Upper Body,"Avoid Push-ups, Bench Press, and Heavy Gripping | Substitute Push-ups with Forearm Planks"
INJ_4308,Wrist / Elbow,Tennis Elbow,Mild,Push (Chest/Shoulders/Triceps),"Avoid heavy gripping, Pull-ups, and Chin-ups | Use straps for all pulling movements"
INJ_4309,Core,Abdominal Strain,Rehabilitating,Core & Cardio & Full Body,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_4310,Shoulder,AC Joint Sprain,Chronic/Recurring,Pull (Back/Biceps) & Push,"Avoid overhead pressing (Military Press, Overhead Press) | Use neutral grip for pushes"
INJ_4311,Hip / Groin,Hip Flexor Strain,Severe,Legs & Lower Body,"Avoid Sit-ups and Crunches | Avoid high-impact cardio (High Knees, Box Jumps, Burpees, Sprints)"
INJ_4312,Knee,Patellar Tendinitis,Moderate,Full Body,Substitute Squats/Lunges with Glute Bridges | Avoid High Knees and Sprints
INJ_4313,Neck,Postural Neck Pain,Chronic/Recurring,Full Body & Upper Body,Keep neck neutral during Planks and Push-ups | Avoid Shrugs
INJ_4314,Wrist / Elbow,Tennis Elbow,Severe,Upper Body & Pull (Back/Biceps),"Avoid heavy gripping, Pull-ups, and Chin-ups | Use straps for all pulling movements"
INJ_4315,Shoulder,Rotator Cuff Tendinitis,Mild,Upper Body,"Avoid Overhead Press, Military Press, and Dips | Avoid wide-grip Pull-ups"
INJ_4316,Lower Back,SI Joint Dysfunction,Mild,Pull (Back/Biceps) & Full Body,Avoid heavy Deadlifts and Bent-over Rows | Substitute Sit-ups with Planks or Bird-Dogs
INJ_4317,Shoulder,Labral Tear,Chronic/Recurring,Full Body,"Avoid Overhead Press, Military Press, Dips, and Pull-ups | Limit range of motion on Bench Press"
INJ_4318,Knee,Patellar Tendinitis,Moderate,Lower Body,Substitute Squats/Lunges with Glute Bridges | Avoid High Knees and Sprints
INJ_4319,Wrist / Elbow,Wrist Sprain,Rehabilitating,Push (Chest/Shoulders/Triceps),"Avoid Push-ups, Bench Press, and Heavy Gripping | Substitute Push-ups with Forearm Planks"
INJ_4320,Neck,Postural Neck Pain,Mild,Core & Cardio,Keep neck neutral during Planks and Push-ups | Avoid Shrugs
INJ_4321,Knee,Patellar Tendinitis,Moderate,Legs & Cardio,Substitute Squats/Lunges with Glute Bridges | Avoid High Knees and Sprints
INJ_4322,Ankle / Foot,Achilles Tendinitis,Rehabilitating,Legs & Core & Cardio,"Substitute standing calf raises with seated | Avoid Running, Sprints, Box Jumps, and High Knees"
INJ_4323,Knee,IT Band Syndrome,Mild,Legs & Cardio,"Avoid Running, Sprints, and High Knees | Substitute Lunges with Glute Bridges"
INJ_4324,Core,Abdominal Strain,Severe,Core & Cardio & Full Body,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_4325,Knee,Patellar Tendinitis,Chronic/Recurring,Lower Body,Substitute Squats/Lunges with Glute Bridges | Avoid High Knees and Sprints
INJ_4326,Core,Abdominal Strain,Severe,Core,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_4327,Shoulder,Shoulder Impingement,Moderate,Full Body,"Avoid Overhead Press, Military Press, and Dips | Substitute Barbell Bench with Neutral-grip Dumbbell Press"
INJ_4328,Knee,Meniscus Tear,Moderate,Full Body,"Avoid high-impact jumps (Box Jumps, Burpees, High Knees, Sprints) | Substitute Squats/Lunges with Glute Bridges or Wall Sits"
INJ_4329,Hip / Groin,Piriformis Syndrome,Chronic/Recurring,Lower Body & Core & Cardio,Avoid heavy Squats and Lunges | Substitute with Glute Bridges and Clamshells
INJ_4330,Knee,Patellar Tendinitis,Severe,Full Body,Substitute Squats/Lunges with Glute Bridges | Avoid High Knees and Sprints
INJ_4331,Ankle / Foot,Achilles Tendinitis,Rehabilitating,Legs & Core & Cardio,"Substitute standing calf raises with seated | Avoid Running, Sprints, Box Jumps, and High Knees"
INJ_4332,Knee,Patellar Tendinitis,Chronic/Recurring,Legs & Cardio,Substitute Squats/Lunges with Glute Bridges | Avoid High Knees and Sprints
INJ_4333,Ankle / Foot,Achilles Tendinitis,Moderate,Legs & Core & Cardio,"Substitute standing calf raises with seated | Avoid Running, Sprints, Box Jumps, and High Knees"
INJ_4334,Core,Abdominal Strain,Mild,Core,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_4335,Wrist / Elbow,TFCC Tear,Moderate,Upper Body,Use neutral grips (Hammer Curls instead of regular) | Avoid Push-ups and Bench Press
INJ_4336,Lower Back,SI Joint Dysfunction,Severe,Core & Legs,Avoid heavy Deadlifts and Bent-over Rows | Substitute Sit-ups with Planks or Bird-Dogs
INJ_4337,Hip / Groin,Piriformis Syndrome,Rehabilitating,Lower Body & Core & Cardio,Avoid heavy Squats and Lunges | Substitute with Glute Bridges and Clamshells
INJ_4338,Wrist / Elbow,Tennis Elbow,Rehabilitating,Upper Body,"Avoid heavy gripping, Pull-ups, and Chin-ups | Use straps for all pulling movements"
INJ_4339,Wrist / Elbow,Tennis Elbow,Severe,Upper Body,"Avoid heavy gripping, Pull-ups, and Chin-ups | Use straps for all pulling movements"
INJ_4340,Lower Back,SI Joint Dysfunction,Moderate,Core & Legs,Avoid heavy Deadlifts and Bent-over Rows | Substitute Sit-ups with Planks or Bird-Dogs
INJ_4341,Lower Back,SI Joint Dysfunction,Mild,Core & Legs,Avoid heavy Deadlifts and Bent-over Rows | Substitute Sit-ups with Planks or Bird-Dogs
INJ_4342,Shoulder,Shoulder Impingement,Severe,Upper Body,"Avoid Overhead Press, Military Press, and Dips | Substitute Barbell Bench with Neutral-grip Dumbbell Press"
INJ_4343,Knee,Patellar Tendinitis,Chronic/Recurring,Core & Cardio & Legs,Substitute Squats/Lunges with Glute Bridges | Avoid High Knees and Sprints
INJ_4344,Ankle / Foot,Plantar Fasciitis,Severe,Cardio & Legs,"Avoid Running, Sprints, Box Jumps, Burpees, High Knees, and Jumping Jacks | Substitute standing calf raises with seated"
INJ_4345,Wrist / Elbow,Carpal Tunnel Syndrome,Moderate,Upper Body & Pull (Back/Biceps),Avoid heavy gripping (use straps for pulling) | Avoid Skull Crushers
INJ_4346,Knee,Patellar Tendinitis,Rehabilitating,Lower Body,Substitute Squats/Lunges with Glute Bridges | Avoid High Knees and Sprints
INJ_4347,Wrist / Elbow,Tennis Elbow,Mild,Push (Chest/Shoulders/Triceps),"Avoid heavy gripping, Pull-ups, and Chin-ups | Use straps for all pulling movements"
INJ_4348,Shoulder,AC Joint Sprain,Moderate,Full Body,"Avoid overhead pressing (Military Press, Overhead Press) | Use neutral grip for pushes"
INJ_4349,Hip / Groin,Hip Flexor Strain,Chronic/Recurring,Legs & Lower Body,"Avoid Sit-ups and Crunches | Avoid high-impact cardio (High Knees, Box Jumps, Burpees, Sprints)"
INJ_4350,Neck,Postural Neck Pain,Moderate,Full Body & Upper Body,Keep neck neutral during Planks and Push-ups | Avoid Shrugs
INJ_4351,Wrist / Elbow,Carpal Tunnel Syndrome,Chronic/Recurring,Upper Body & Pull (Back/Biceps),Avoid heavy gripping (use straps for pulling) | Avoid Skull Crushers
INJ_4352,Ankle / Foot,Plantar Fasciitis,Moderate,Lower Body,"Avoid Running, Sprints, Box Jumps, Burpees, High Knees, and Jumping Jacks | Substitute standing calf raises with seated"
INJ_4353,Wrist / Elbow,Tennis Elbow,Mild,Upper Body & Pull (Back/Biceps),"Avoid heavy gripping, Pull-ups, and Chin-ups | Use straps for all pulling movements"
INJ_4354,Neck,Cervical Sprain,Severe,Core & Cardio,"Avoid Overhead Press, Military Press, and Shrugs | Keep neck neutral during Planks"
INJ_4355,Wrist / Elbow,TFCC Tear,Chronic/Recurring,Upper Body & Pull (Back/Biceps),Use neutral grips (Hammer Curls instead of regular) | Avoid Push-ups and Bench Press
INJ_4356,Core,Abdominal Strain,Chronic/Recurring,Core & Cardio & Full Body,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_4357,Shoulder,AC Joint Sprain,Chronic/Recurring,Push (Chest/Shoulders/Triceps),"Avoid overhead pressing (Military Press, Overhead Press) | Use neutral grip for pushes"
INJ_4358,Wrist / Elbow,Wrist Sprain,Rehabilitating,Push (Chest/Shoulders/Triceps),"Avoid Push-ups, Bench Press, and Heavy Gripping | Substitute Push-ups with Forearm Planks"
INJ_4359,Knee,IT Band Syndrome,Rehabilitating,Legs & Cardio,"Avoid Running, Sprints, and High Knees | Substitute Lunges with Glute Bridges"
INJ_4360,Wrist / Elbow,Golfer's Elbow,Chronic/Recurring,Push (Chest/Shoulders/Triceps),Substitute Push-ups with Forearm Planks or knuckle Push-ups | Avoid Skull Crushers
INJ_4361,Ankle / Foot,Plantar Fasciitis,Chronic/Recurring,Cardio & Legs,"Avoid Running, Sprints, Box Jumps, Burpees, High Knees, and Jumping Jacks | Substitute standing calf raises with seated"
INJ_4362,Core,Abdominal Strain,Rehabilitating,Core & Cardio & Full Body,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_4363,Lower Back,SI Joint Dysfunction,Chronic/Recurring,Full Body & Lower Body & Core,Avoid heavy Deadlifts and Bent-over Rows | Substitute Sit-ups with Planks or Bird-Dogs
INJ_4364,Shoulder,Shoulder Impingement,Rehabilitating,Upper Body,"Avoid Overhead Press, Military Press, and Dips | Substitute Barbell Bench with Neutral-grip Dumbbell Press"
INJ_4365,Core,Abdominal Strain,Severe,Core,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_4366,Knee,ACL Sprain,Chronic/Recurring,Lower Body,"Avoid Box Jumps, Burpees, High Knees, and Jumping Jacks | Substitute deep Squats with Wall Sits"
INJ_4367,Neck,Postural Neck Pain,Severe,Core & Cardio,Keep neck neutral during Planks and Push-ups | Avoid Shrugs
INJ_4368,Lower Back,Muscle Sprain,Mild,Full Body & Lower Body & Core,"Avoid Deadlifts, heavy Squats, and Russian Twists | Keep spine neutral during Planks"
INJ_4369,Shoulder,AC Joint Sprain,Severe,Push (Chest/Shoulders/Triceps),"Avoid overhead pressing (Military Press, Overhead Press) | Use neutral grip for pushes"
INJ_4370,Core,Abdominal Strain,Chronic/Recurring,Core,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_4371,Knee,ACL Sprain,Severe,Lower Body,"Avoid Box Jumps, Burpees, High Knees, and Jumping Jacks | Substitute deep Squats with Wall Sits"
INJ_4372,Lower Back,Herniated Disc,Moderate,Core & Legs,"Avoid Deadlifts, Squats, and Sit-ups | Substitute bent-over rows with chest-supported rows | Keep spine neutral"
INJ_4373,Knee,IT Band Syndrome,Severe,Full Body,"Avoid Running, Sprints, and High Knees | Substitute Lunges with Glute Bridges"
INJ_4374,Neck,Cervical Sprain,Moderate,Full Body & Upper Body,"Avoid Overhead Press, Military Press, and Shrugs | Keep neck neutral during Planks"
INJ_4375,Lower Back,Herniated Disc,Mild,Core & Legs,"Avoid Deadlifts, Squats, and Sit-ups | Substitute bent-over rows with chest-supported rows | Keep spine neutral"
INJ_4376,Ankle / Foot,Achilles Tendinitis,Chronic/Recurring,Legs & Core & Cardio,"Substitute standing calf raises with seated | Avoid Running, Sprints, Box Jumps, and High Knees"
INJ_4377,Neck,Postural Neck Pain,Rehabilitating,Core & Cardio,Keep neck neutral during Planks and Push-ups | Avoid Shrugs
INJ_4378,Wrist / Elbow,Tennis Elbow,Rehabilitating,Upper Body,"Avoid heavy gripping, Pull-ups, and Chin-ups | Use straps for all pulling movements"
INJ_4379,Neck,Cervical Sprain,Chronic/Recurring,Core & Cardio,"Avoid Overhead Press, Military Press, and Shrugs | Keep neck neutral during Planks"
INJ_4380,Shoulder,Rotator Cuff Tendinitis,Moderate,Pull (Back/Biceps) & Push,"Avoid Overhead Press, Military Press, and Dips | Avoid wide-grip Pull-ups"
INJ_4381,Wrist / Elbow,Carpal Tunnel Syndrome,Moderate,Upper Body & Pull (Back/Biceps),Avoid heavy gripping (use straps for pulling) | Avoid Skull Crushers
INJ_4382,Knee,Patellar Tendinitis,Mild,Lower Body,Substitute Squats/Lunges with Glute Bridges | Avoid High Knees and Sprints
INJ_4383,Knee,Patellar Tendinitis,Severe,Legs & Cardio,Substitute Squats/Lunges with Glute Bridges | Avoid High Knees and Sprints
INJ_4384,Knee,Meniscus Tear,Chronic/Recurring,Lower Body,"Avoid high-impact jumps (Box Jumps, Burpees, High Knees, Sprints) | Substitute Squats/Lunges with Glute Bridges or Wall Sits"
INJ_4385,Lower Back,Muscle Sprain,Severe,Core & Legs,"Avoid Deadlifts, heavy Squats, and Russian Twists | Keep spine neutral during Planks"
INJ_4386,Lower Back,SI Joint Dysfunction,Rehabilitating,Pull (Back/Biceps) & Full Body,Avoid heavy Deadlifts and Bent-over Rows | Substitute Sit-ups with Planks or Bird-Dogs
INJ_4387,Knee,Meniscus Tear,Severe,Full Body,"Avoid high-impact jumps (Box Jumps, Burpees, High Knees, Sprints) | Substitute Squats/Lunges with Glute Bridges or Wall Sits"
INJ_4388,Hip / Groin,Piriformis Syndrome,Mild,Legs & Lower Body,Avoid heavy Squats and Lunges | Substitute with Glute Bridges and Clamshells
INJ_4389,Shoulder,Labral Tear,Chronic/Recurring,Upper Body,"Avoid Overhead Press, Military Press, Dips, and Pull-ups | Limit range of motion on Bench Press"
INJ_4390,Shoulder,Labral Tear,Severe,Full Body,"Avoid Overhead Press, Military Press, Dips, and Pull-ups | Limit range of motion on Bench Press"
INJ_4391,Wrist / Elbow,Tennis Elbow,Rehabilitating,Upper Body & Pull (Back/Biceps),"Avoid heavy gripping, Pull-ups, and Chin-ups | Use straps for all pulling movements"
INJ_4392,Shoulder,Rotator Cuff Tendinitis,Chronic/Recurring,Pull (Back/Biceps) & Push,"Avoid Overhead Press, Military Press, and Dips | Avoid wide-grip Pull-ups"
INJ_4393,Core,Abdominal Strain,Severe,Core,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_4394,Lower Back,Muscle Sprain,Rehabilitating,Pull (Back/Biceps) & Full Body,"Avoid Deadlifts, heavy Squats, and Russian Twists | Keep spine neutral during Planks"
INJ_4395,Neck,Cervical Sprain,Moderate,Full Body & Upper Body,"Avoid Overhead Press, Military Press, and Shrugs | Keep neck neutral during Planks"
INJ_4396,Ankle / Foot,Achilles Tendinitis,Mild,Cardio & Legs,"Substitute standing calf raises with seated | Avoid Running, Sprints, Box Jumps, and High Knees"
INJ_4397,Knee,IT Band Syndrome,Mild,Lower Body,"Avoid Running, Sprints, and High Knees | Substitute Lunges with Glute Bridges"
INJ_4398,Core,Abdominal Strain,Mild,Core,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_4399,Hip / Groin,Hip Flexor Strain,Mild,Lower Body & Core & Cardio,"Avoid Sit-ups and Crunches | Avoid high-impact cardio (High Knees, Box Jumps, Burpees, Sprints)"
INJ_4400,Ankle / Foot,Plantar Fasciitis,Mild,Legs & Core & Cardio,"Avoid Running, Sprints, Box Jumps, Burpees, High Knees, and Jumping Jacks | Substitute standing calf raises with seated"
INJ_4401,Ankle / Foot,Ankle Sprain,Rehabilitating,Legs & Core & Cardio,"Avoid Box Jumps, Burpees, High Knees, Jumping Jacks, Running, and Sprints | Substitute standing exercises with seated variations"
INJ_4402,Knee,Meniscus Tear,Severe,Full Body,"Avoid high-impact jumps (Box Jumps, Burpees, High Knees, Sprints) | Substitute Squats/Lunges with Glute Bridges or Wall Sits"
INJ_4403,Core,Abdominal Strain,Moderate,Core & Cardio & Full Body,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_4404,Hip / Groin,Piriformis Syndrome,Chronic/Recurring,Legs & Lower Body,Avoid heavy Squats and Lunges | Substitute with Glute Bridges and Clamshells
INJ_4405,Knee,ACL Sprain,Chronic/Recurring,Lower Body,"Avoid Box Jumps, Burpees, High Knees, and Jumping Jacks | Substitute deep Squats with Wall Sits"
INJ_4406,Neck,Cervical Sprain,Chronic/Recurring,Core & Cardio,"Avoid Overhead Press, Military Press, and Shrugs | Keep neck neutral during Planks"
INJ_4407,Knee,Patellar Tendinitis,Rehabilitating,Full Body,Substitute Squats/Lunges with Glute Bridges | Avoid High Knees and Sprints
INJ_4408,Knee,ACL Sprain,Rehabilitating,Full Body,"Avoid Box Jumps, Burpees, High Knees, and Jumping Jacks | Substitute deep Squats with Wall Sits"
INJ_4409,Hip / Groin,Hip Flexor Strain,Moderate,Legs & Lower Body,"Avoid Sit-ups and Crunches | Avoid high-impact cardio (High Knees, Box Jumps, Burpees, Sprints)"
INJ_4410,Knee,Patellar Tendinitis,Chronic/Recurring,Lower Body,Substitute Squats/Lunges with Glute Bridges | Avoid High Knees and Sprints
INJ_4411,Core,Abdominal Strain,Rehabilitating,Core & Cardio & Full Body,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_4412,Ankle / Foot,Ankle Sprain,Severe,Lower Body,"Avoid Box Jumps, Burpees, High Knees, Jumping Jacks, Running, and Sprints | Substitute standing exercises with seated variations"
INJ_4413,Knee,Patellar Tendinitis,Chronic/Recurring,Legs & Cardio,Substitute Squats/Lunges with Glute Bridges | Avoid High Knees and Sprints
INJ_4414,Neck,Postural Neck Pain,Severe,Core & Cardio,Keep neck neutral during Planks and Push-ups | Avoid Shrugs
INJ_4415,Ankle / Foot,Achilles Tendinitis,Rehabilitating,Legs & Core & Cardio,"Substitute standing calf raises with seated | Avoid Running, Sprints, Box Jumps, and High Knees"
INJ_4416,Lower Back,Herniated Disc,Severe,Full Body & Lower Body & Core,"Avoid Deadlifts, Squats, and Sit-ups | Substitute bent-over rows with chest-supported rows | Keep spine neutral"
INJ_4417,Wrist / Elbow,Carpal Tunnel Syndrome,Chronic/Recurring,Upper Body,Avoid heavy gripping (use straps for pulling) | Avoid Skull Crushers
INJ_4418,Knee,IT Band Syndrome,Rehabilitating,Lower Body,"Avoid Running, Sprints, and High Knees | Substitute Lunges with Glute Bridges"
INJ_4419,Wrist / Elbow,Golfer's Elbow,Chronic/Recurring,Upper Body,Substitute Push-ups with Forearm Planks or knuckle Push-ups | Avoid Skull Crushers
INJ_4420,Ankle / Foot,Plantar Fasciitis,Moderate,Cardio & Legs,"Avoid Running, Sprints, Box Jumps, Burpees, High Knees, and Jumping Jacks | Substitute standing calf raises with seated"
INJ_4421,Lower Back,Herniated Disc,Mild,Pull (Back/Biceps) & Full Body,"Avoid Deadlifts, Squats, and Sit-ups | Substitute bent-over rows with chest-supported rows | Keep spine neutral"
INJ_4422,Core,Abdominal Strain,Mild,Core,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_4423,Knee,Meniscus Tear,Severe,Core & Cardio & Legs,"Avoid high-impact jumps (Box Jumps, Burpees, High Knees, Sprints) | Substitute Squats/Lunges with Glute Bridges or Wall Sits"
INJ_4424,Knee,Meniscus Tear,Rehabilitating,Full Body,"Avoid high-impact jumps (Box Jumps, Burpees, High Knees, Sprints) | Substitute Squats/Lunges with Glute Bridges or Wall Sits"
INJ_4425,Knee,Patellar Tendinitis,Moderate,Full Body,Substitute Squats/Lunges with Glute Bridges | Avoid High Knees and Sprints
INJ_4426,Wrist / Elbow,Tennis Elbow,Severe,Push (Chest/Shoulders/Triceps),"Avoid heavy gripping, Pull-ups, and Chin-ups | Use straps for all pulling movements"
INJ_4427,Hip / Groin,Piriformis Syndrome,Mild,Legs & Lower Body,Avoid heavy Squats and Lunges | Substitute with Glute Bridges and Clamshells
INJ_4428,Lower Back,Herniated Disc,Severe,Full Body & Lower Body & Core,"Avoid Deadlifts, Squats, and Sit-ups | Substitute bent-over rows with chest-supported rows | Keep spine neutral"
INJ_4429,Knee,Meniscus Tear,Moderate,Full Body,"Avoid high-impact jumps (Box Jumps, Burpees, High Knees, Sprints) | Substitute Squats/Lunges with Glute Bridges or Wall Sits"
INJ_4430,Hip / Groin,Piriformis Syndrome,Moderate,Legs & Lower Body,Avoid heavy Squats and Lunges | Substitute with Glute Bridges and Clamshells
INJ_4431,Wrist / Elbow,Tennis Elbow,Mild,Push (Chest/Shoulders/Triceps),"Avoid heavy gripping, Pull-ups, and Chin-ups | Use straps for all pulling movements"
INJ_4432,Hip / Groin,Piriformis Syndrome,Mild,Lower Body & Core & Cardio,Avoid heavy Squats and Lunges | Substitute with Glute Bridges and Clamshells
INJ_4433,Knee,IT Band Syndrome,Mild,Legs & Cardio,"Avoid Running, Sprints, and High Knees | Substitute Lunges with Glute Bridges"
INJ_4434,Core,Abdominal Strain,Mild,Core,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_4435,Core,Abdominal Strain,Rehabilitating,Core,"Avoid Crunches, Sit-ups, and Russian Twists | Substitute dynamic core work with Forearm Planks and Bird-Dogs"
INJ_4436,Hip / Groin,Piriformis Syndrome,Severe,Lower Body & Core & Cardio,Avoid heavy Squats and Lunges | Substitute with Glute Bridges and Clamshells
INJ_4437,Shoulder,AC Joint Sprain,Rehabilitating,Upper Body,"Avoid overhead pressing (Military Press, Overhead Press) | Use neutral grip for pushes"
INJ_4438,Shoulder,AC Joint Sprain,Mild,Full Body,"Avoid overhead pressing (Military Press, Overhead Press) | Use neutral grip for pushes"
