Injury_ID,Injury_Location,Condition_Name,Severity,Affected_Workout_Types,Recommended_Modifications
INJ_1399,Wrist / Elbow,Golfer's Elbow,Rehabilitating,Push (Chest/Shoulders/Triceps) & Pull (Back/Biceps),Substitute push-ups with forearm planks or knuckle push-ups
INJ_1400,Knee,Knee Osteoarthritis,Moderate,Core & Cardio,"Avoid high-impact jumps (Box Jumps, Burpees)"
INJ_1401,Neck,Postural Neck Pain,Mild,Core & Cardio & Upper Body,Keep neck neutral during planks and push-ups | Avoid overhead presses if causing pain
INJ_1402,Lower Back,SI Joint Dysfunction,Moderate,Pull (Back/Biceps) & Full Body,Avoid heavy deadlifts and bent-over rows | Substitute sit-ups with planks or bird-dogs
INJ_1403,Shoulder,AC Joint Sprain,Chronic/Recurring,Upper Body & Full Body,Substitute barbell bench with neutral-grip dumbbell press
INJ_1404,Ankle / Foot,Shin Splints,Moderate,Core & Cardio & Legs,"Substitute standing calf raises with seated | Avoid running, jumping, and high-impact cardio"
INJ_1405,Neck,Cervical Strain,Mild,Core & Cardio,Avoid crunches where hands pull on the neck | Avoid heavy barbell shrugs
INJ_1406,Lower Back,Sciatica,Rehabilitating,Pull (Back/Biceps),Substitute sit-ups with planks or bird-dogs | Avoid heavy deadlifts and bent-over rows
INJ_1407,Lower Back,Sciatica,Moderate,Core & Cardio & Legs,Avoid heavy deadlifts and bent-over rows | Substitute sit-ups with planks or bird-dogs
INJ_1408,Shoulder,Biceps Tendinitis,Moderate,Push (Chest/Shoulders/Triceps),Substitute barbell bench with neutral-grip dumbbell press
INJ_1409,Shoulder,Biceps Tendinitis,Mild,Upper Body & Pull (Back/Biceps),Avoid wide-grip pull-ups
INJ_1410,Wrist / Elbow,TFCC Tear (Mild),Moderate,Push (Chest/Shoulders/Triceps) & Upper Body,Avoid skull crushers
INJ_1411,Shoulder,AC Joint Sprain,Chronic/Recurring,Full Body,Avoid overhead pressing | Keep elbows tucked during push-ups
INJ_1412,Neck,Whiplash Recovery,Moderate,Push (Chest/Shoulders/Triceps) & Upper Body,Avoid overhead presses if causing pain
INJ_1413,Shoulder,AC Joint Sprain,Moderate,Pull (Back/Biceps) & Push (Chest/Shoulders/Triceps),Avoid wide-grip pull-ups
INJ_1414,Lower Back,SI Joint Dysfunction,Mild,Legs,Avoid twisting core movements | Keep spine neutral
INJ_1415,Knee,Patellar Tendinitis,Rehabilitating,Core & Cardio,Substitute Squats/Lunges with Glute Bridges or Wall Sits
INJ_1416,Knee,Knee Osteoarthritis,Moderate,Core & Cardio & Legs,Avoid deep squatting | Keep knee flexion pain-free
INJ_1417,Ankle / Foot,Ankle Sprain,Chronic/Recurring,Core & Cardio & Full Body,Perform cardio on a stationary bike or swimming instead
INJ_1418,Lower Back,Sciatica,Chronic/Recurring,Pull (Back/Biceps) & Core & Cardio,Substitute sit-ups with planks or bird-dogs
INJ_1419,Shoulder,Shoulder Impingement,Mild,Upper Body,Avoid wide-grip pull-ups
INJ_1420,Neck,Whiplash Recovery,Mild,Push (Chest/Shoulders/Triceps) & Core & Cardio,Avoid crunches where hands pull on the neck
INJ_1421,Wrist / Elbow,Carpal Tunnel Syndrome,Chronic/Recurring,Pull (Back/Biceps),Use neutral grips (hammer curls instead of regular)
INJ_1422,Neck,Postural Neck Pain,Chronic/Recurring,Push (Chest/Shoulders/Triceps),Avoid heavy barbell shrugs | Keep neck neutral during planks and push-ups
INJ_1423,Lower Back,Herniated Disc (Mild),Moderate,Pull (Back/Biceps),Avoid twisting core movements
INJ_1424,Knee,Runner's Knee (Patellofemoral Pain),Mild,Full Body & Legs,Avoid deep squatting | Keep knee flexion pain-free
INJ_1425,Shoulder,Shoulder Impingement,Moderate,Pull (Back/Biceps) & Full Body,Avoid wide-grip pull-ups | Avoid overhead pressing
INJ_1426,Lower Back,Muscle Spasm,Moderate,Full Body,Keep spine neutral | Substitute sit-ups with planks or bird-dogs
INJ_1427,Knee,Runner's Knee (Patellofemoral Pain),Moderate,Core & Cardio & Full Body,"Avoid deep squatting | Avoid high-impact jumps (Box Jumps, Burpees)"
INJ_1428,Wrist / Elbow,Tennis Elbow (Lateral Epicondylitis),Rehabilitating,Push (Chest/Shoulders/Triceps),Substitute push-ups with forearm planks or knuckle push-ups
INJ_1429,Lower Back,Herniated Disc (Mild),Rehabilitating,Core & Cardio & Legs,Keep spine neutral
INJ_1430,Wrist / Elbow,Carpal Tunnel Syndrome,Mild,Pull (Back/Biceps) & Push (Chest/Shoulders/Triceps),Use neutral grips (hammer curls instead of regular)
INJ_1431,Lower Back,Lumbar Strain,Mild,Pull (Back/Biceps) & Full Body,Avoid heavy deadlifts and bent-over rows | Keep spine neutral
INJ_1432,Knee,Patellar Tendinitis,Moderate,Legs & Core & Cardio,Avoid deep squatting | Keep knee flexion pain-free
INJ_1433,Knee,Knee Osteoarthritis,Chronic/Recurring,Core & Cardio & Legs,Avoid deep squatting
INJ_1434,Wrist / Elbow,Wrist Sprain,Rehabilitating,Pull (Back/Biceps) & Upper Body,Substitute push-ups with forearm planks or knuckle push-ups
INJ_1435,Lower Back,Lumbar Strain,Mild,Core & Cardio,Keep spine neutral | Avoid heavy deadlifts and bent-over rows
INJ_1436,Lower Back,Muscle Spasm,Rehabilitating,Core & Cardio,Substitute sit-ups with planks or bird-dogs | Avoid twisting core movements
INJ_1437,Lower Back,Sciatica,Moderate,Core & Cardio & Pull (Back/Biceps),Keep spine neutral
INJ_1438,Neck,Whiplash Recovery,Chronic/Recurring,Push (Chest/Shoulders/Triceps),Avoid heavy barbell shrugs | Keep neck neutral during planks and push-ups
INJ_1439,Lower Back,Lumbar Strain,Mild,Core & Cardio,Avoid heavy deadlifts and bent-over rows
INJ_1440,Knee,Ligament Sprain (ACL/MCL),Rehabilitating,Core & Cardio,Avoid deep squatting | Keep knee flexion pain-free
INJ_1441,Knee,Patellar Tendinitis,Mild,Full Body & Core & Cardio,Avoid deep squatting
INJ_1442,Ankle / Foot,Ankle Sprain,Rehabilitating,Core & Cardio & Full Body,Substitute standing calf raises with seated
INJ_1443,Lower Back,SI Joint Dysfunction,Chronic/Recurring,Full Body,Keep spine neutral
INJ_1444,Lower Back,Sciatica,Chronic/Recurring,Pull (Back/Biceps) & Full Body,Substitute sit-ups with planks or bird-dogs | Avoid heavy deadlifts and bent-over rows
INJ_1445,Neck,Upper Trapezius Spasm,Rehabilitating,Push (Chest/Shoulders/Triceps) & Core & Cardio,Avoid crunches where hands pull on the neck | Avoid overhead presses if causing pain
INJ_1446,Neck,Whiplash Recovery,Chronic/Recurring,Core & Cardio,Avoid crunches where hands pull on the neck | Avoid overhead presses if causing pain
INJ_1447,Neck,Postural Neck Pain,Rehabilitating,Core & Cardio,Keep neck neutral during planks and push-ups | Avoid crunches where hands pull on the neck
INJ_1448,Wrist / Elbow,Golfer's Elbow,Rehabilitating,Push (Chest/Shoulders/Triceps) & Pull (Back/Biceps),Use neutral grips (hammer curls instead of regular) | Avoid heavy gripping (use straps for pulling)
INJ_1449,Ankle / Foot,Plantar Fasciitis,Rehabilitating,Full Body & Legs,"Perform cardio on a stationary bike or swimming instead | Avoid running, jumping, and high-impact cardio"
INJ_1450,Knee,Patellar Tendinitis,Chronic/Recurring,Core & Cardio,"Avoid high-impact jumps (Box Jumps, Burpees) | Substitute Squats/Lunges with Glute Bridges or Wall Sits"
INJ_1451,Knee,Runner's Knee (Patellofemoral Pain),Rehabilitating,Full Body,Keep knee flexion pain-free | Avoid deep squatting
INJ_1452,Lower Back,Herniated Disc (Mild),Mild,Legs & Full Body,Keep spine neutral | Avoid twisting core movements
INJ_1453,Knee,Knee Osteoarthritis,Rehabilitating,Legs & Core & Cardio,"Substitute Squats/Lunges with Glute Bridges or Wall Sits | Avoid high-impact jumps (Box Jumps, Burpees)"
INJ_1454,Neck,Whiplash Recovery,Chronic/Recurring,Upper Body & Core & Cardio,Keep neck neutral during planks and push-ups
INJ_1455,Ankle / Foot,Flat Feet Pain,Moderate,Full Body,"Substitute standing calf raises with seated | Avoid running, jumping, and high-impact cardio"
INJ_1456,Ankle / Foot,Plantar Fasciitis,Moderate,Legs & Core & Cardio,Wear supportive footwear during lifts
INJ_1457,Knee,Patellar Tendinitis,Mild,Core & Cardio & Legs,"Avoid high-impact jumps (Box Jumps, Burpees) | Keep knee flexion pain-free"
INJ_1458,Ankle / Foot,Flat Feet Pain,Rehabilitating,Core & Cardio,"Avoid running, jumping, and high-impact cardio"
INJ_1459,Shoulder,Biceps Tendinitis,Chronic/Recurring,Upper Body & Pull (Back/Biceps),Avoid wide-grip pull-ups
INJ_1460,Lower Back,Muscle Spasm,Moderate,Legs & Core & Cardio,Avoid twisting core movements | Substitute sit-ups with planks or bird-dogs
INJ_1461,Wrist / Elbow,TFCC Tear (Mild),Rehabilitating,Upper Body,Substitute push-ups with forearm planks or knuckle push-ups
INJ_1462,Neck,Cervical Strain,Mild,Push (Chest/Shoulders/Triceps),Avoid overhead presses if causing pain
INJ_1463,Ankle / Foot,Shin Splints,Chronic/Recurring,Full Body & Core & Cardio,"Avoid running, jumping, and high-impact cardio"
INJ_1464,Knee,Runner's Knee (Patellofemoral Pain),Rehabilitating,Core & Cardio,Substitute Squats/Lunges with Glute Bridges or Wall Sits
INJ_1465,Knee,Ligament Sprain (ACL/MCL),Chronic/Recurring,Core & Cardio,Avoid deep squatting
INJ_1466,Shoulder,Shoulder Impingement,Mild,Pull (Back/Biceps),Avoid wide-grip pull-ups | Avoid overhead pressing
INJ_1467,Knee,Runner's Knee (Patellofemoral Pain),Moderate,Full Body & Legs,Keep knee flexion pain-free
INJ_1468,Knee,Ligament Sprain (ACL/MCL),Chronic/Recurring,Full Body & Core & Cardio,"Avoid high-impact jumps (Box Jumps, Burpees)"
INJ_1469,Wrist / Elbow,Tennis Elbow (Lateral Epicondylitis),Moderate,Upper Body & Push (Chest/Shoulders/Triceps),Avoid heavy gripping (use straps for pulling)
INJ_1470,Knee,Ligament Sprain (ACL/MCL),Rehabilitating,Legs,"Avoid high-impact jumps (Box Jumps, Burpees)"
INJ_1471,Knee,Runner's Knee (Patellofemoral Pain),Chronic/Recurring,Core & Cardio,Avoid deep squatting | Substitute Squats/Lunges with Glute Bridges or Wall Sits
INJ_1472,Wrist / Elbow,Tennis Elbow (Lateral Epicondylitis),Mild,Push (Chest/Shoulders/Triceps) & Upper Body,Substitute push-ups with forearm planks or knuckle push-ups
INJ_1473,Shoulder,Biceps Tendinitis,Moderate,Pull (Back/Biceps),Substitute barbell bench with neutral-grip dumbbell press | Avoid wide-grip pull-ups
INJ_1474,Knee,Ligament Sprain (ACL/MCL),Moderate,Full Body & Legs,"Avoid high-impact jumps (Box Jumps, Burpees) | Keep knee flexion pain-free"
INJ_1475,Knee,Meniscus Tear (Mild),Moderate,Legs,"Avoid high-impact jumps (Box Jumps, Burpees) | Substitute Squats/Lunges with Glute Bridges or Wall Sits"
INJ_1476,Wrist / Elbow,Carpal Tunnel Syndrome,Rehabilitating,Push (Chest/Shoulders/Triceps),Substitute push-ups with forearm planks or knuckle push-ups
INJ_1477,Neck,Upper Trapezius Spasm,Mild,Core & Cardio & Push (Chest/Shoulders/Triceps),Avoid heavy barbell shrugs | Avoid overhead presses if causing pain
INJ_1478,Neck,Postural Neck Pain,Chronic/Recurring,Push (Chest/Shoulders/Triceps) & Core & Cardio,Avoid overhead presses if causing pain | Keep neck neutral during planks and push-ups
INJ_1479,Lower Back,SI Joint Dysfunction,Rehabilitating,Core & Cardio & Legs,Avoid twisting core movements
INJ_1480,Ankle / Foot,Flat Feet Pain,Rehabilitating,Core & Cardio,Perform cardio on a stationary bike or swimming instead | Substitute standing calf raises with seated
INJ_1481,Knee,Knee Osteoarthritis,Chronic/Recurring,Full Body & Core & Cardio,"Avoid high-impact jumps (Box Jumps, Burpees) | Keep knee flexion pain-free"
INJ_1482,Wrist / Elbow,TFCC Tear (Mild),Mild,Upper Body,Substitute push-ups with forearm planks or knuckle push-ups | Use neutral grips (hammer curls instead of regular)
INJ_1483,Knee,Knee Osteoarthritis,Mild,Core & Cardio,Substitute Squats/Lunges with Glute Bridges or Wall Sits | Avoid deep squatting
INJ_1484,Wrist / Elbow,Carpal Tunnel Syndrome,Chronic/Recurring,Upper Body & Push (Chest/Shoulders/Triceps),Substitute push-ups with forearm planks or knuckle push-ups
INJ_1485,Knee,Meniscus Tear (Mild),Mild,Full Body,Keep knee flexion pain-free
INJ_1486,Lower Back,Herniated Disc (Mild),Mild,Core & Cardio,Avoid heavy deadlifts and bent-over rows | Avoid twisting core movements
INJ_1487,Shoulder,Rotator Cuff Tendinitis,Mild,Pull (Back/Biceps),Avoid wide-grip pull-ups | Substitute barbell bench with neutral-grip dumbbell press
INJ_1488,Shoulder,Frozen Shoulder (Mild),Chronic/Recurring,Push (Chest/Shoulders/Triceps) & Upper Body,Substitute barbell bench with neutral-grip dumbbell press | Avoid wide-grip pull-ups
INJ_1489,Lower Back,Muscle Spasm,Moderate,Legs & Pull (Back/Biceps),Substitute sit-ups with planks or bird-dogs
INJ_1490,Shoulder,Frozen Shoulder (Mild),Rehabilitating,Full Body & Pull (Back/Biceps),Avoid wide-grip pull-ups
INJ_1491,Shoulder,Rotator Cuff Tendinitis,Mild,Pull (Back/Biceps) & Push (Chest/Shoulders/Triceps),Avoid wide-grip pull-ups
INJ_1492,Shoulder,AC Joint Sprain,Chronic/Recurring,Upper Body,Keep elbows tucked during push-ups
INJ_1493,Ankle / Foot,Ankle Sprain,Mild,Core & Cardio,Wear supportive footwear during lifts
INJ_1494,Ankle / Foot,Ankle Sprain,Chronic/Recurring,Core & Cardio & Legs,Perform cardio on a stationary bike or swimming instead | Wear supportive footwear during lifts
INJ_1495,Neck,Postural Neck Pain,Chronic/Recurring,Upper Body & Core & Cardio,Avoid overhead presses if causing pain
INJ_1496,Lower Back,Muscle Spasm,Moderate,Full Body & Legs,Keep spine neutral | Avoid twisting core movements
INJ_1497,Neck,Cervical Strain,Moderate,Core & Cardio & Upper Body,Avoid heavy barbell shrugs
INJ_1498,Lower Back,Herniated Disc (Mild),Chronic/Recurring,Legs & Core & Cardio,Avoid heavy deadlifts and bent-over rows | Keep spine neutral
INJ_1499,Ankle / Foot,Ankle Sprain,Rehabilitating,Full Body,"Avoid running, jumping, and high-impact cardio"
INJ_1500,Lower Back,SI Joint Dysfunction,Mild,Legs,Substitute sit-ups with planks or bird-dogs | Keep spine neutral
INJ_1501,Lower Back,Lumbar Strain,Chronic/Recurring,Core & Cardio,Avoid twisting core movements | Substitute sit-ups with planks or bird-dogs
INJ_1502,Shoulder,Rotator Cuff Tendinitis,Chronic/Recurring,Pull (Back/Biceps),Avoid wide-grip pull-ups
INJ_1503,Neck,Cervical Strain,Chronic/Recurring,Push (Chest/Shoulders/Triceps) & Core & Cardio,Avoid overhead presses if causing pain
INJ_1504,Shoulder,Biceps Tendinitis,Mild,Full Body,Substitute barbell bench with neutral-grip dumbbell press | Keep elbows tucked during push-ups
INJ_1505,Ankle / Foot,Ankle Sprain,Chronic/Recurring,Full Body & Legs,Wear supportive footwear during lifts
INJ_1506,Shoulder,Shoulder Impingement,Mild,Push (Chest/Shoulders/Triceps),Keep elbows tucked during push-ups
INJ_1507,Neck,Cervical Strain,Moderate,Upper Body,Avoid overhead presses if causing pain | Keep neck neutral during planks and push-ups
INJ_1508,Neck,Whiplash Recovery,Rehabilitating,Core & Cardio,Avoid overhead presses if causing pain
INJ_1509,Neck,Upper Trapezius Spasm,Moderate,Core & Cardio & Upper Body,Keep neck neutral during planks and push-ups
INJ_1510,Knee,Patellar Tendinitis,Moderate,Full Body,Substitute Squats/Lunges with Glute Bridges or Wall Sits | Keep knee flexion pain-free
INJ_1511,Shoulder,Biceps Tendinitis,Chronic/Recurring,Full Body,Avoid wide-grip pull-ups
INJ_1512,Shoulder,Rotator Cuff Tendinitis,Rehabilitating,Upper Body,Keep elbows tucked during push-ups
INJ_1513,Neck,Upper Trapezius Spasm,Mild,Core & Cardio & Upper Body,Avoid heavy barbell shrugs | Avoid crunches where hands pull on the neck
INJ_1514,Wrist / Elbow,TFCC Tear (Mild),Mild,Push (Chest/Shoulders/Triceps) & Upper Body,Avoid skull crushers | Use neutral grips (hammer curls instead of regular)
INJ_1515,Neck,Cervical Strain,Moderate,Push (Chest/Shoulders/Triceps) & Upper Body,Avoid overhead presses if causing pain
INJ_1516,Lower Back,SI Joint Dysfunction,Moderate,Full Body,Avoid heavy deadlifts and bent-over rows
INJ_1517,Ankle / Foot,Plantar Fasciitis,Moderate,Legs & Core & Cardio,"Avoid running, jumping, and high-impact cardio"
INJ_1518,Lower Back,Muscle Spasm,Moderate,Legs,Substitute sit-ups with planks or bird-dogs
INJ_1519,Shoulder,Biceps Tendinitis,Chronic/Recurring,Pull (Back/Biceps),Avoid wide-grip pull-ups | Avoid overhead pressing
INJ_1520,Ankle / Foot,Shin Splints,Moderate,Core & Cardio,Wear supportive footwear during lifts | Substitute standing calf raises with seated
INJ_1521,Ankle / Foot,Plantar Fasciitis,Mild,Core & Cardio & Full Body,Substitute standing calf raises with seated
INJ_1522,Knee,Runner's Knee (Patellofemoral Pain),Rehabilitating,Full Body & Legs,Keep knee flexion pain-free
INJ_1523,Shoulder,Frozen Shoulder (Mild),Moderate,Push (Chest/Shoulders/Triceps) & Full Body,Keep elbows tucked during push-ups | Avoid wide-grip pull-ups
INJ_1524,Shoulder,Shoulder Impingement,Moderate,Full Body,Keep elbows tucked during push-ups | Substitute barbell bench with neutral-grip dumbbell press
INJ_1525,Knee,Ligament Sprain (ACL/MCL),Chronic/Recurring,Full Body,Keep knee flexion pain-free
INJ_1526,Shoulder,Rotator Cuff Tendinitis,Mild,Full Body & Push (Chest/Shoulders/Triceps),Substitute barbell bench with neutral-grip dumbbell press
INJ_1527,Lower Back,Muscle Spasm,Mild,Full Body & Core & Cardio,Keep spine neutral
INJ_1528,Knee,Ligament Sprain (ACL/MCL),Mild,Full Body & Legs,"Avoid high-impact jumps (Box Jumps, Burpees)"
INJ_1529,Ankle / Foot,Flat Feet Pain,Chronic/Recurring,Core & Cardio & Legs,Wear supportive footwear during lifts | Perform cardio on a stationary bike or swimming instead
INJ_1530,Lower Back,Sciatica,Moderate,Legs,Keep spine neutral | Avoid twisting core movements
INJ_1531,Shoulder,Shoulder Impingement,Rehabilitating,Upper Body,Avoid wide-grip pull-ups
INJ_1532,Lower Back,SI Joint Dysfunction,Mild,Pull (Back/Biceps),Avoid heavy deadlifts and bent-over rows | Avoid twisting core movements
INJ_1533,Neck,Cervical Strain,Rehabilitating,Upper Body & Push (Chest/Shoulders/Triceps),Avoid heavy barbell shrugs | Avoid crunches where hands pull on the neck
INJ_1534,Wrist / Elbow,Tennis Elbow (Lateral Epicondylitis),Rehabilitating,Upper Body & Push (Chest/Shoulders/Triceps),Avoid heavy gripping (use straps for pulling)
INJ_1535,Shoulder,Rotator Cuff Tendinitis,Chronic/Recurring,Pull (Back/Biceps),Substitute barbell bench with neutral-grip dumbbell press | Keep elbows tucked during push-ups
INJ_1536,Neck,Postural Neck Pain,Moderate,Upper Body & Core & Cardio,Avoid crunches where hands pull on the neck | Avoid overhead presses if causing pain
INJ_1537,Wrist / Elbow,TFCC Tear (Mild),Mild,Push (Chest/Shoulders/Triceps) & Upper Body,Use neutral grips (hammer curls instead of regular) | Avoid heavy gripping (use straps for pulling)
INJ_1538,Ankle / Foot,Ankle Sprain,Chronic/Recurring,Core & Cardio,Substitute standing calf raises with seated
INJ_1539,Ankle / Foot,Shin Splints,Chronic/Recurring,Core & Cardio & Full Body,"Avoid running, jumping, and high-impact cardio | Substitute standing calf raises with seated"
INJ_1540,Wrist / Elbow,Golfer's Elbow,Moderate,Push (Chest/Shoulders/Triceps) & Upper Body,Substitute push-ups with forearm planks or knuckle push-ups
INJ_1541,Ankle / Foot,Plantar Fasciitis,Mild,Core & Cardio & Full Body,Perform cardio on a stationary bike or swimming instead | Substitute standing calf raises with seated
INJ_1542,Lower Back,Herniated Disc (Mild),Moderate,Legs,Substitute sit-ups with planks or bird-dogs | Avoid heavy deadlifts and bent-over rows
INJ_1543,Neck,Cervical Strain,Moderate,Push (Chest/Shoulders/Triceps) & Core & Cardio,Avoid heavy barbell shrugs
INJ_1544,Ankle / Foot,Shin Splints,Moderate,Core & Cardio & Full Body,Perform cardio on a stationary bike or swimming instead
INJ_1545,Wrist / Elbow,Tennis Elbow (Lateral Epicondylitis),Moderate,Push (Chest/Shoulders/Triceps) & Pull (Back/Biceps),Substitute push-ups with forearm planks or knuckle push-ups
INJ_1546,Neck,Postural Neck Pain,Chronic/Recurring,Push (Chest/Shoulders/Triceps) & Core & Cardio,Avoid crunches where hands pull on the neck
INJ_1547,Ankle / Foot,Flat Feet Pain,Moderate,Core & Cardio & Full Body,"Avoid running, jumping, and high-impact cardio"
INJ_1548,Knee,Meniscus Tear (Mild),Mild,Legs,"Avoid high-impact jumps (Box Jumps, Burpees) | Keep knee flexion pain-free"
INJ_1549,Lower Back,Muscle Spasm,Chronic/Recurring,Pull (Back/Biceps),Substitute sit-ups with planks or bird-dogs | Keep spine neutral
INJ_1550,Wrist / Elbow,TFCC Tear (Mild),Mild,Push (Chest/Shoulders/Triceps) & Upper Body,Avoid skull crushers | Avoid heavy gripping (use straps for pulling)
INJ_1551,Wrist / Elbow,Carpal Tunnel Syndrome,Mild,Push (Chest/Shoulders/Triceps),Use neutral grips (hammer curls instead of regular) | Avoid skull crushers
INJ_1552,Shoulder,AC Joint Sprain,Mild,Push (Chest/Shoulders/Triceps) & Full Body,Avoid wide-grip pull-ups | Avoid overhead pressing
INJ_1553,Lower Back,SI Joint Dysfunction,Rehabilitating,Legs,Substitute sit-ups with planks or bird-dogs | Avoid twisting core movements
INJ_1554,Wrist / Elbow,Tennis Elbow (Lateral Epicondylitis),Rehabilitating,Push (Chest/Shoulders/Triceps),Avoid heavy gripping (use straps for pulling)
INJ_1555,Knee,Patellar Tendinitis,Mild,Core & Cardio,Keep knee flexion pain-free
INJ_1556,Wrist / Elbow,Golfer's Elbow,Rehabilitating,Pull (Back/Biceps),Use neutral grips (hammer curls instead of regular) | Avoid heavy gripping (use straps for pulling)
INJ_1557,Ankle / Foot,Flat Feet Pain,Mild,Legs,Wear supportive footwear during lifts
INJ_1558,Shoulder,Shoulder Impingement,Chronic/Recurring,Pull (Back/Biceps),Avoid overhead pressing
INJ_1559,Ankle / Foot,Plantar Fasciitis,Moderate,Full Body & Core & Cardio,Perform cardio on a stationary bike or swimming instead
INJ_1560,Shoulder,Frozen Shoulder (Mild),Mild,Upper Body,Keep elbows tucked during push-ups
INJ_1561,Lower Back,SI Joint Dysfunction,Moderate,Core & Cardio,Avoid heavy deadlifts and bent-over rows
INJ_1562,Lower Back,Sciatica,Moderate,Legs,Avoid twisting core movements
INJ_1563,Ankle / Foot,Flat Feet Pain,Moderate,Full Body & Core & Cardio,"Avoid running, jumping, and high-impact cardio"
INJ_1564,Knee,Patellar Tendinitis,Moderate,Full Body & Legs,Keep knee flexion pain-free
INJ_1565,Shoulder,Biceps Tendinitis,Mild,Push (Chest/Shoulders/Triceps) & Upper Body,Avoid overhead pressing | Avoid wide-grip pull-ups
INJ_1566,Lower Back,Herniated Disc (Mild),Rehabilitating,Legs & Core & Cardio,Keep spine neutral
INJ_1567,Knee,Ligament Sprain (ACL/MCL),Rehabilitating,Core & Cardio & Full Body,Avoid deep squatting | Keep knee flexion pain-free
INJ_1568,Neck,Upper Trapezius Spasm,Chronic/Recurring,Push (Chest/Shoulders/Triceps) & Upper Body,Avoid overhead presses if causing pain | Keep neck neutral during planks and push-ups
INJ_1569,Shoulder,Shoulder Impingement,Moderate,Upper Body & Push (Chest/Shoulders/Triceps),Avoid wide-grip pull-ups
INJ_1570,Neck,Upper Trapezius Spasm,Mild,Push (Chest/Shoulders/Triceps),Avoid overhead presses if causing pain | Avoid heavy barbell shrugs
INJ_1571,Lower Back,Herniated Disc (Mild),Mild,Full Body,Keep spine neutral | Avoid heavy deadlifts and bent-over rows
INJ_1572,Wrist / Elbow,Tennis Elbow (Lateral Epicondylitis),Mild,Push (Chest/Shoulders/Triceps) & Upper Body,Avoid skull crushers
INJ_1573,Wrist / Elbow,Golfer's Elbow,Moderate,Push (Chest/Shoulders/Triceps) & Upper Body,Use neutral grips (hammer curls instead of regular) | Substitute push-ups with forearm planks or knuckle push-ups
INJ_1574,Neck,Upper Trapezius Spasm,Rehabilitating,Upper Body & Core & Cardio,Avoid heavy barbell shrugs
INJ_1575,Shoulder,AC Joint Sprain,Rehabilitating,Pull (Back/Biceps) & Upper Body,Avoid wide-grip pull-ups | Avoid overhead pressing
INJ_1576,Shoulder,Shoulder Impingement,Mild,Upper Body & Push (Chest/Shoulders/Triceps),Avoid overhead pressing
INJ_1577,Neck,Upper Trapezius Spasm,Mild,Core & Cardio,Avoid heavy barbell shrugs
INJ_1578,Shoulder,Rotator Cuff Tendinitis,Chronic/Recurring,Upper Body,Avoid wide-grip pull-ups
INJ_1579,Ankle / Foot,Plantar Fasciitis,Rehabilitating,Full Body & Core & Cardio,Substitute standing calf raises with seated | Wear supportive footwear during lifts
INJ_1580,Lower Back,SI Joint Dysfunction,Mild,Pull (Back/Biceps) & Full Body,Avoid twisting core movements
INJ_1581,Ankle / Foot,Plantar Fasciitis,Mild,Full Body,Perform cardio on a stationary bike or swimming instead
INJ_1582,Lower Back,SI Joint Dysfunction,Chronic/Recurring,Pull (Back/Biceps) & Core & Cardio,Avoid heavy deadlifts and bent-over rows | Avoid twisting core movements
INJ_1583,Neck,Whiplash Recovery,Mild,Core & Cardio & Push (Chest/Shoulders/Triceps),Avoid crunches where hands pull on the neck | Avoid overhead presses if causing pain
INJ_1584,Shoulder,Biceps Tendinitis,Chronic/Recurring,Upper Body,Avoid overhead pressing | Substitute barbell bench with neutral-grip dumbbell press
INJ_1585,Lower Back,Sciatica,Moderate,Legs,Substitute sit-ups with planks or bird-dogs | Avoid heavy deadlifts and bent-over rows
INJ_1586,Wrist / Elbow,Tennis Elbow (Lateral Epicondylitis),Chronic/Recurring,Pull (Back/Biceps),Avoid heavy gripping (use straps for pulling) | Use neutral grips (hammer curls instead of regular)
INJ_1587,Lower Back,SI Joint Dysfunction,Mild,Core & Cardio & Legs,Avoid twisting core movements | Keep spine neutral
INJ_1588,Lower Back,SI Joint Dysfunction,Rehabilitating,Full Body,Substitute sit-ups with planks or bird-dogs
INJ_1589,Shoulder,Rotator Cuff Tendinitis,Moderate,Upper Body & Full Body,Keep elbows tucked during push-ups
INJ_1590,Ankle / Foot,Plantar Fasciitis,Mild,Legs & Core & Cardio,Wear supportive footwear during lifts | Substitute standing calf raises with seated
INJ_1591,Shoulder,Frozen Shoulder (Mild),Chronic/Recurring,Full Body,Keep elbows tucked during push-ups
INJ_1592,Lower Back,Sciatica,Chronic/Recurring,Core & Cardio & Full Body,Avoid twisting core movements | Substitute sit-ups with planks or bird-dogs
INJ_1593,Knee,Runner's Knee (Patellofemoral Pain),Moderate,Core & Cardio,"Avoid high-impact jumps (Box Jumps, Burpees) | Keep knee flexion pain-free"
INJ_1594,Ankle / Foot,Plantar Fasciitis,Chronic/Recurring,Full Body,Substitute standing calf raises with seated
INJ_1595,Neck,Cervical Strain,Moderate,Core & Cardio & Upper Body,Avoid heavy barbell shrugs | Keep neck neutral during planks and push-ups
INJ_1596,Wrist / Elbow,Carpal Tunnel Syndrome,Moderate,Upper Body & Pull (Back/Biceps),Use neutral grips (hammer curls instead of regular) | Avoid skull crushers
INJ_1597,Neck,Cervical Strain,Mild,Push (Chest/Shoulders/Triceps) & Upper Body,Avoid overhead presses if causing pain
