Workout_ID,Workout_Name,Goal,Difficulty,Focus_Area,Duration_Min,Estimated_Calories_Burned,Routine
WK_1633,Intermediate Pull Routine,Weight Loss,Intermediate,Pull (Back/Biceps),30,231,1. Hammer Curls (4 sets x 40 sec work / 20 sec rest) | 2. Dumbbell Bicep Curls (4 sets x 40 sec work / 20 sec rest) | 3. Lat Pulldowns (4 sets x 40 sec work / 20 sec rest) | 4. Superman Extensions (4 sets x 40 sec work / 20 sec rest) | 5. Chin-ups (4 sets x 40 sec work / 20 sec rest)
WK_1634,Advanced Lower Body Focus,Weight Loss,Advanced,Legs,40,420,1. Forward Lunges (4 sets x 45 sec work / 15 sec rest) | 2. Step-ups (on chair/box) (4 sets x 45 sec work / 15 sec rest) | 3. Glute Bridges (4 sets x 45 sec work / 15 sec rest) | 4. Jump Squats (4 sets x 45 sec work / 15 sec rest) | 5. Bodyweight Squats (4 sets x 45 sec work / 15 sec rest) | Finisher: Jumping Jacks (3 sets of max effort)
WK_1635,Advanced Lower Body Focus,Weight Loss,Advanced,Legs,30,315,1. Calf Raises (4 sets x 45 sec work / 15 sec rest) | 2. Bodyweight Squats (4 sets x 45 sec work / 15 sec rest) | 3. Jump Squats (4 sets x 45 sec work / 15 sec rest) | 4. Step-ups (on chair/box) (4 sets x 45 sec work / 15 sec rest) | 5. Wall Sit (4 sets x 45 sec work / 15 sec rest) | Finisher: Jogging in Place (3 sets of max effort)
WK_1636,Advanced Core & Sweat,General Fitness,Advanced,Core & Cardio,45,281,1. Forearm Plank (3 sets x 10-15 reps) | 2. Mountain Climbers (3 sets x 10-15 reps) | 3. Lying Leg Raises (3 sets x 10-15 reps) | 4. Jogging in Place (3 sets x 10-15 reps) | 5. Bird-Dog (3 sets x 10-15 reps) | Finisher: Jump Rope (3 sets of max effort)
WK_1637,Beginner Push Routine,Weight Loss,Beginner,Push (Chest/Shoulders/Triceps),40,280,1. Pike Push-ups (4 sets x 12-15 reps) | 2. Overhead Tricep Extension (4 sets x 12-15 reps) | 3. Lateral Raises (4 sets x 12-15 reps) | 4. Dumbbell Bench Press (4 sets x 12-15 reps) | 5. Wide Grip Push-ups (4 sets x 12-15 reps) | Finisher: Jumping Jacks (2 sets of 30 seconds)
WK_1638,Advanced Core & Sweat,General Fitness,Advanced,Core & Cardio,30,187,1. Crunches (3 sets x 12 reps) | 2. Dead Bugs (3 sets x 12 reps) | 3. High Knees (3 sets x 12 reps) | 4. Lying Leg Raises (3 sets x 12 reps) | 5. Mountain Climbers (3 sets x 12 reps) | Finisher: Jump Rope (3 sets of max effort)
WK_1639,Advanced Core & Sweat,Muscle Gain,Advanced,Core & Cardio,60,375,1. High Knees (4 sets x 6-8 reps (heavy)) | 2. Dead Bugs (4 sets x 6-8 reps (heavy)) | 3. Russian Twists (4 sets x 6-8 reps (heavy)) | 4. Shadow Boxing (4 sets x 6-8 reps (heavy)) | 5. Side Plank (4 sets x 6-8 reps (heavy)) | Finisher: Jump Rope (3 sets of max effort)
WK_1640,Beginner Core & Sweat,Muscle Gain,Beginner,Core & Cardio,60,300,1. Russian Twists (4 sets x 8-10 reps) | 2. Jogging in Place (4 sets x 8-10 reps) | 3. Burpees (4 sets x 8-10 reps) | 4. Bird-Dog (4 sets x 8-10 reps) | 5. Lying Leg Raises (4 sets x 8-10 reps) | Finisher: Jogging in Place (2 sets of 30 seconds)
WK_1641,Advanced Lower Body Focus,General Fitness,Advanced,Legs,30,225,1. Goblet Squats (3 sets x 12 reps) | 2. Step-ups (on chair/box) (3 sets x 12 reps) | 3. Reverse Lunges (3 sets x 12 reps) | 4. Wall Sit (3 sets x 12 reps) | 5. Jump Squats (3 sets x 12 reps) | Finisher: Jogging in Place (3 sets of max effort)
WK_1642,Beginner Full Body Circuit,Weight Loss,Beginner,Full Body,40,336,1. Bodyweight Squats (3 sets x 12-15 reps) | 2. Dumbbell Bench Press (3 sets x 12-15 reps) | 3. Forward Lunges (3 sets x 12-15 reps) | 4. Russian Twists (3 sets x 12-15 reps) | 5. Chin-ups (3 sets x 12-15 reps) | Finisher: Shadow Boxing (2 sets of 30 seconds)
WK_1643,Beginner Push Routine,Muscle Gain,Beginner,Push (Chest/Shoulders/Triceps),45,225,1. Pike Push-ups (3 sets x 8-10 reps) | 2. Seated Dumbbell Press (3 sets x 8-10 reps) | 3. Chair Tricep Dips (3 sets x 8-10 reps) | 4. Dumbbell Chest Flyes (3 sets x 8-10 reps) | 5. Dumbbell Bench Press (3 sets x 8-10 reps)
WK_1644,Beginner Lower Body Focus,Muscle Gain,Beginner,Legs,60,360,1. Calf Raises (3 sets x 8-10 reps) | 2. Bodyweight Squats (3 sets x 8-10 reps) | 3. Forward Lunges (3 sets x 8-10 reps) | 4. Jump Squats (3 sets x 8-10 reps) | 5. Step-ups (on chair/box) (3 sets x 8-10 reps) | Finisher: Jump Rope (2 sets of 30 seconds)
WK_1645,Intermediate Upper Body Mix,Muscle Gain,Intermediate,Upper Body,45,247,1. Superman Extensions (4 sets x 8-12 reps) | 2. Lateral Raises (4 sets x 8-12 reps) | 3. Tricep Kickbacks (4 sets x 8-12 reps) | 4. Overhead Tricep Extension (4 sets x 8-12 reps) | 5. Incline Push-ups (4 sets x 8-12 reps) | Finisher: Jumping Jacks (3 sets of max effort)
WK_1646,Beginner Push Routine,Weight Loss,Beginner,Push (Chest/Shoulders/Triceps),45,315,1. Dumbbell Overhead Press (3 sets x 12-15 reps) | 2. Wide Grip Push-ups (3 sets x 12-15 reps) | 3. Lateral Raises (3 sets x 12-15 reps) | 4. Incline Push-ups (3 sets x 12-15 reps) | 5. Diamond Push-ups (3 sets x 12-15 reps) | Finisher: Jump Rope (2 sets of 30 seconds)
WK_1647,Advanced Pull Routine,Weight Loss,Advanced,Pull (Back/Biceps),45,393,1. Chin-ups (4 sets x 45 sec work / 15 sec rest) | 2. Hammer Curls (4 sets x 45 sec work / 15 sec rest) | 3. Lat Pulldowns (4 sets x 45 sec work / 15 sec rest) | 4. Dumbbell Bicep Curls (4 sets x 45 sec work / 15 sec rest) | 5. Superman Extensions (4 sets x 45 sec work / 15 sec rest)
WK_1648,Beginner Push Routine,Weight Loss,Beginner,Push (Chest/Shoulders/Triceps),40,280,1. Dumbbell Overhead Press (3 sets x 12-15 reps) | 2. Push-ups (3 sets x 12-15 reps) | 3. Diamond Push-ups (3 sets x 12-15 reps) | 4. Incline Push-ups (3 sets x 12-15 reps) | 5. Seated Dumbbell Press (3 sets x 12-15 reps)
WK_1649,Advanced Pull Routine,Muscle Gain,Advanced,Pull (Back/Biceps),60,375,1. Dumbbell Bicep Curls (4 sets x 6-8 reps (heavy)) | 2. Hammer Curls (4 sets x 6-8 reps (heavy)) | 3. Inverted Bodyweight Rows (4 sets x 6-8 reps (heavy)) | 4. Dumbbell Rows (4 sets x 6-8 reps (heavy)) | 5. Chin-ups (4 sets x 6-8 reps (heavy))
WK_1650,Beginner Upper Body Mix,Weight Loss,Beginner,Upper Body,40,280,1. Diamond Push-ups (3 sets x 12-15 reps) | 2. Lat Pulldowns (3 sets x 12-15 reps) | 3. Seated Dumbbell Press (3 sets x 12-15 reps) | 4. Overhead Tricep Extension (3 sets x 12-15 reps) | 5. Barbell Bench Press (3 sets x 12-15 reps) | Finisher: Mountain Climbers (2 sets of 30 seconds)
WK_1651,Advanced Push Routine,Weight Loss,Advanced,Push (Chest/Shoulders/Triceps),45,393,1. Diamond Push-ups (4 sets x 45 sec work / 15 sec rest) | 2. Pike Push-ups (4 sets x 45 sec work / 15 sec rest) | 3. Dumbbell Chest Flyes (4 sets x 45 sec work / 15 sec rest) | 4. Seated Dumbbell Press (4 sets x 45 sec work / 15 sec rest) | 5. Wide Grip Push-ups (4 sets x 45 sec work / 15 sec rest) | Finisher: Burpees (3 sets of max effort)
WK_1652,Advanced Lower Body Focus,General Fitness,Advanced,Legs,45,337,1. Forward Lunges (3 sets x 10-15 reps) | 2. Step-ups (on chair/box) (3 sets x 10-15 reps) | 3. Bodyweight Squats (3 sets x 10-15 reps) | 4. Reverse Lunges (3 sets x 10-15 reps) | 5. Goblet Squats (3 sets x 10-15 reps)
WK_1653,Intermediate Pull Routine,Weight Loss,Intermediate,Pull (Back/Biceps),45,346,1. Dumbbell Bicep Curls (4 sets x 40 sec work / 20 sec rest) | 2. Chin-ups (4 sets x 40 sec work / 20 sec rest) | 3. Pull-ups (4 sets x 40 sec work / 20 sec rest) | 4. Inverted Bodyweight Rows (4 sets x 40 sec work / 20 sec rest) | 5. Hammer Curls (4 sets x 40 sec work / 20 sec rest) | Finisher: Jogging in Place (3 sets of max effort)
WK_1654,Beginner Full Body Circuit,General Fitness,Beginner,Full Body,45,270,1. Bicycle Crunches (3 sets x 12 reps) | 2. Goblet Squats (3 sets x 12 reps) | 3. Wall Sit (3 sets x 12 reps) | 4. Inverted Bodyweight Rows (3 sets x 12 reps) | 5. Wide Grip Push-ups (3 sets x 12 reps) | Finisher: Burpees (2 sets of 30 seconds)
WK_1655,Advanced Lower Body Focus,General Fitness,Advanced,Legs,45,337,1. Calf Raises (3 sets x 10-15 reps) | 2. Wall Sit (3 sets x 10-15 reps) | 3. Reverse Lunges (3 sets x 10-15 reps) | 4. Glute Bridges (3 sets x 10-15 reps) | 5. Bodyweight Squats (3 sets x 10-15 reps) | Finisher: Jump Rope (3 sets of max effort)
WK_1656,Intermediate Full Body Circuit,General Fitness,Intermediate,Full Body,45,297,1. Bird-Dog (3 sets x 12 reps) | 2. Bodyweight Squats (3 sets x 12 reps) | 3. Superman Extensions (3 sets x 12 reps) | 4. Glute Bridges (3 sets x 12 reps) | 5. Knee Push-ups (3 sets x 12 reps)
WK_1657,Intermediate Core & Sweat,Weight Loss,Intermediate,Core & Cardio,30,231,1. Shadow Boxing (3 sets x 40 sec work / 20 sec rest) | 2. Forearm Plank (3 sets x 40 sec work / 20 sec rest) | 3. Jumping Jacks (3 sets x 40 sec work / 20 sec rest) | 4. Bird-Dog (3 sets x 40 sec work / 20 sec rest) | 5. Side Plank (3 sets x 40 sec work / 20 sec rest) | Finisher: High Knees (3 sets of max effort)
WK_1658,Intermediate Push Routine,General Fitness,Intermediate,Push (Chest/Shoulders/Triceps),45,247,1. Knee Push-ups (3 sets x 12 reps) | 2. Push-ups (3 sets x 12 reps) | 3. Diamond Push-ups (3 sets x 12 reps) | 4. Pike Push-ups (3 sets x 12 reps) | 5. Lateral Raises (3 sets x 12 reps) | Finisher: Jogging in Place (3 sets of max effort)
WK_1659,Advanced Pull Routine,Muscle Gain,Advanced,Pull (Back/Biceps),60,375,1. Dumbbell Bicep Curls (4 sets x 6-8 reps (heavy)) | 2. Inverted Bodyweight Rows (4 sets x 6-8 reps (heavy)) | 3. Superman Extensions (4 sets x 6-8 reps (heavy)) | 4. Lat Pulldowns (4 sets x 6-8 reps (heavy)) | 5. Hammer Curls (4 sets x 6-8 reps (heavy)) | Finisher: Jogging in Place (3 sets of max effort)
WK_1660,Intermediate Core & Sweat,General Fitness,Intermediate,Core & Cardio,30,165,1. Jumping Jacks (3 sets x 10-15 reps) | 2. Lying Leg Raises (3 sets x 10-15 reps) | 3. Burpees (3 sets x 10-15 reps) | 4. Russian Twists (3 sets x 10-15 reps) | 5. Dead Bugs (3 sets x 10-15 reps) | Finisher: Mountain Climbers (3 sets of max effort)
WK_1661,Advanced Full Body Circuit,Weight Loss,Advanced,Full Body,45,472,1. Dumbbell Rows (4 sets x 45 sec work / 15 sec rest) | 2. Wide Grip Push-ups (4 sets x 45 sec work / 15 sec rest) | 3. Bodyweight Squats (4 sets x 45 sec work / 15 sec rest) | 4. Bicycle Crunches (4 sets x 45 sec work / 15 sec rest) | 5. Calf Raises (4 sets x 45 sec work / 15 sec rest) | Finisher: Burpees (3 sets of max effort)
WK_1662,Intermediate Full Body Circuit,Weight Loss,Intermediate,Full Body,45,415,1. Pull-ups (4 sets x 40 sec work / 20 sec rest) | 2. Reverse Lunges (4 sets x 40 sec work / 20 sec rest) | 3. Goblet Squats (4 sets x 40 sec work / 20 sec rest) | 4. Incline Push-ups (4 sets x 40 sec work / 20 sec rest) | 5. Bird-Dog (4 sets x 40 sec work / 20 sec rest) | Finisher: High Knees (3 sets of max effort)
WK_1663,Intermediate Pull Routine,Muscle Gain,Intermediate,Pull (Back/Biceps),45,247,1. Dumbbell Rows (3 sets x 8-12 reps) | 2. Pull-ups (3 sets x 8-12 reps) | 3. Dumbbell Bicep Curls (3 sets x 8-12 reps) | 4. Chin-ups (3 sets x 8-12 reps) | 5. Hammer Curls (3 sets x 8-12 reps) | Finisher: High Knees (3 sets of max effort)
WK_1664,Beginner Pull Routine,Weight Loss,Beginner,Pull (Back/Biceps),45,315,1. Pull-ups (3 sets x 12-15 reps) | 2. Dumbbell Bicep Curls (3 sets x 12-15 reps) | 3. Inverted Bodyweight Rows (3 sets x 12-15 reps) | 4. Hammer Curls (3 sets x 12-15 reps) | 5. Lat Pulldowns (3 sets x 12-15 reps) | Finisher: Burpees (2 sets of 30 seconds)
WK_1665,Beginner Lower Body Focus,General Fitness,Beginner,Legs,45,270,1. Bodyweight Squats (3 sets x 10-15 reps) | 2. Step-ups (on chair/box) (3 sets x 10-15 reps) | 3. Reverse Lunges (3 sets x 10-15 reps) | 4. Goblet Squats (3 sets x 10-15 reps) | 5. Calf Raises (3 sets x 10-15 reps)
WK_1666,Advanced Upper Body Mix,General Fitness,Advanced,Upper Body,45,281,1. Pull-ups (3 sets x 12 reps) | 2. Chair Tricep Dips (3 sets x 12 reps) | 3. Wide Grip Push-ups (3 sets x 12 reps) | 4. Dumbbell Overhead Press (3 sets x 12 reps) | 5. Tricep Kickbacks (3 sets x 12 reps) | Finisher: Shadow Boxing (3 sets of max effort)
WK_1667,Beginner Core & Sweat,General Fitness,Beginner,Core & Cardio,45,225,1. Russian Twists (3 sets x 12 reps) | 2. Jump Rope (3 sets x 12 reps) | 3. Bird-Dog (3 sets x 12 reps) | 4. Forearm Plank (3 sets x 12 reps) | 5. Mountain Climbers (3 sets x 12 reps)
WK_1668,Beginner Upper Body Mix,Muscle Gain,Beginner,Upper Body,45,225,1. Dumbbell Bicep Curls (3 sets x 8-10 reps) | 2. Tricep Kickbacks (3 sets x 8-10 reps) | 3. Dumbbell Chest Flyes (3 sets x 8-10 reps) | 4. Lat Pulldowns (3 sets x 8-10 reps) | 5. Seated Dumbbell Press (3 sets x 8-10 reps)
WK_1669,Advanced Lower Body Focus,Weight Loss,Advanced,Legs,30,315,1. Forward Lunges (4 sets x 45 sec work / 15 sec rest) | 2. Reverse Lunges (4 sets x 45 sec work / 15 sec rest) | 3. Bodyweight Squats (4 sets x 45 sec work / 15 sec rest) | 4. Step-ups (on chair/box) (4 sets x 45 sec work / 15 sec rest) | 5. Wall Sit (4 sets x 45 sec work / 15 sec rest) | Finisher: Jogging in Place (3 sets of max effort)
WK_1670,Advanced Full Body Circuit,Weight Loss,Advanced,Full Body,30,315,1. Barbell Bench Press (4 sets x 45 sec work / 15 sec rest) | 2. Russian Twists (4 sets x 45 sec work / 15 sec rest) | 3. Step-ups (on chair/box) (4 sets x 45 sec work / 15 sec rest) | 4. Wall Sit (4 sets x 45 sec work / 15 sec rest) | 5. Inverted Bodyweight Rows (4 sets x 45 sec work / 15 sec rest) | Finisher: Burpees (3 sets of max effort)
WK_1671,Intermediate Push Routine,Muscle Gain,Intermediate,Push (Chest/Shoulders/Triceps),60,330,1. Diamond Push-ups (4 sets x 8-12 reps) | 2. Pike Push-ups (4 sets x 8-12 reps) | 3. Knee Push-ups (4 sets x 8-12 reps) | 4. Push-ups (4 sets x 8-12 reps) | 5. Lateral Raises (4 sets x 8-12 reps) | Finisher: Mountain Climbers (3 sets of max effort)
WK_1672,Advanced Pull Routine,General Fitness,Advanced,Pull (Back/Biceps),45,281,1. Hammer Curls (3 sets x 10-15 reps) | 2. Dumbbell Rows (3 sets x 10-15 reps) | 3. Inverted Bodyweight Rows (3 sets x 10-15 reps) | 4. Dumbbell Bicep Curls (3 sets x 10-15 reps) | 5. Superman Extensions (3 sets x 10-15 reps) | Finisher: Jump Rope (3 sets of max effort)
WK_1673,Beginner Pull Routine,Muscle Gain,Beginner,Pull (Back/Biceps),60,300,1. Pull-ups (3 sets x 8-10 reps) | 2. Lat Pulldowns (3 sets x 8-10 reps) | 3. Hammer Curls (3 sets x 8-10 reps) | 4. Dumbbell Bicep Curls (3 sets x 8-10 reps) | 5. Dumbbell Rows (3 sets x 8-10 reps) | Finisher: Burpees (2 sets of 30 seconds)
WK_1674,Beginner Pull Routine,Weight Loss,Beginner,Pull (Back/Biceps),30,210,1. Pull-ups (4 sets x 12-15 reps) | 2. Dumbbell Bicep Curls (4 sets x 12-15 reps) | 3. Chin-ups (4 sets x 12-15 reps) | 4. Hammer Curls (4 sets x 12-15 reps) | 5. Lat Pulldowns (4 sets x 12-15 reps) | Finisher: Shadow Boxing (2 sets of 30 seconds)
WK_1675,Beginner Push Routine,General Fitness,Beginner,Push (Chest/Shoulders/Triceps),30,150,1. Push-ups (3 sets x 12 reps) | 2. Tricep Kickbacks (3 sets x 12 reps) | 3. Dumbbell Bench Press (3 sets x 12 reps) | 4. Dumbbell Overhead Press (3 sets x 12 reps) | 5. Lateral Raises (3 sets x 12 reps) | Finisher: Jogging in Place (2 sets of 30 seconds)
WK_1676,Beginner Pull Routine,Muscle Gain,Beginner,Pull (Back/Biceps),60,300,1. Hammer Curls (4 sets x 8-10 reps) | 2. Dumbbell Bicep Curls (4 sets x 8-10 reps) | 3. Lat Pulldowns (4 sets x 8-10 reps) | 4. Dumbbell Rows (4 sets x 8-10 reps) | 5. Pull-ups (4 sets x 8-10 reps)
WK_1677,Beginner Full Body Circuit,Weight Loss,Beginner,Full Body,30,252,1. Dumbbell Chest Flyes (3 sets x 12-15 reps) | 2. Reverse Lunges (3 sets x 12-15 reps) | 3. Inverted Bodyweight Rows (3 sets x 12-15 reps) | 4. Lying Leg Raises (3 sets x 12-15 reps) | 5. Wall Sit (3 sets x 12-15 reps) | Finisher: Burpees (2 sets of 30 seconds)
WK_1678,Intermediate Full Body Circuit,Muscle Gain,Intermediate,Full Body,45,297,1. Knee Push-ups (4 sets x 8-12 reps) | 2. Jump Squats (4 sets x 8-12 reps) | 3. Lying Leg Raises (4 sets x 8-12 reps) | 4. Step-ups (on chair/box) (4 sets x 8-12 reps) | 5. Inverted Bodyweight Rows (4 sets x 8-12 reps) | Finisher: Burpees (3 sets of max effort)
WK_1679,Beginner Full Body Circuit,Weight Loss,Beginner,Full Body,45,378,1. Goblet Squats (3 sets x 12-15 reps) | 2. Wall Sit (3 sets x 12-15 reps) | 3. Dead Bugs (3 sets x 12-15 reps) | 4. Knee Push-ups (3 sets x 12-15 reps) | 5. Superman Extensions (3 sets x 12-15 reps) | Finisher: Burpees (2 sets of 30 seconds)
WK_1680,Beginner Push Routine,Weight Loss,Beginner,Push (Chest/Shoulders/Triceps),30,210,1. Barbell Bench Press (3 sets x 12-15 reps) | 2. Front Raises (3 sets x 12-15 reps) | 3. Knee Push-ups (3 sets x 12-15 reps) | 4. Overhead Tricep Extension (3 sets x 12-15 reps) | 5. Dumbbell Overhead Press (3 sets x 12-15 reps) | Finisher: Jumping Jacks (2 sets of 30 seconds)
WK_1681,Intermediate Full Body Circuit,Muscle Gain,Intermediate,Full Body,45,297,1. Lat Pulldowns (4 sets x 8-12 reps) | 2. Dumbbell Chest Flyes (4 sets x 8-12 reps) | 3. Bodyweight Squats (4 sets x 8-12 reps) | 4. Crunches (4 sets x 8-12 reps) | 5. Glute Bridges (4 sets x 8-12 reps)
WK_1682,Intermediate Upper Body Mix,Muscle Gain,Intermediate,Upper Body,60,330,1. Wide Grip Push-ups (3 sets x 8-12 reps) | 2. Diamond Push-ups (3 sets x 8-12 reps) | 3. Chair Tricep Dips (3 sets x 8-12 reps) | 4. Pike Push-ups (3 sets x 8-12 reps) | 5. Superman Extensions (3 sets x 8-12 reps)
WK_1683,Beginner Full Body Circuit,Muscle Gain,Beginner,Full Body,60,360,1. Reverse Lunges (3 sets x 8-10 reps) | 2. Forearm Plank (3 sets x 8-10 reps) | 3. Knee Push-ups (3 sets x 8-10 reps) | 4. Forward Lunges (3 sets x 8-10 reps) | 5. Pull-ups (3 sets x 8-10 reps) | Finisher: Burpees (2 sets of 30 seconds)
WK_1684,Advanced Lower Body Focus,General Fitness,Advanced,Legs,45,337,1. Glute Bridges (3 sets x 10-15 reps) | 2. Jump Squats (3 sets x 10-15 reps) | 3. Wall Sit (3 sets x 10-15 reps) | 4. Bodyweight Squats (3 sets x 10-15 reps) | 5. Step-ups (on chair/box) (3 sets x 10-15 reps)
WK_1685,Beginner Core & Sweat,General Fitness,Beginner,Core & Cardio,30,150,1. Side Plank (3 sets x 10-15 reps) | 2. High Knees (3 sets x 10-15 reps) | 3. Forearm Plank (3 sets x 10-15 reps) | 4. Jumping Jacks (3 sets x 10-15 reps) | 5. Lying Leg Raises (3 sets x 10-15 reps) | Finisher: Jumping Jacks (2 sets of 30 seconds)
WK_1686,Advanced Push Routine,Muscle Gain,Advanced,Push (Chest/Shoulders/Triceps),45,281,1. Tricep Kickbacks (3 sets x 6-8 reps (heavy)) | 2. Incline Push-ups (3 sets x 6-8 reps (heavy)) | 3. Dumbbell Chest Flyes (3 sets x 6-8 reps (heavy)) | 4. Pike Push-ups (3 sets x 6-8 reps (heavy)) | 5. Seated Dumbbell Press (3 sets x 6-8 reps (heavy))
WK_1687,Beginner Full Body Circuit,Muscle Gain,Beginner,Full Body,60,360,1. Wide Grip Push-ups (3 sets x 8-10 reps) | 2. Forward Lunges (3 sets x 8-10 reps) | 3. Lat Pulldowns (3 sets x 8-10 reps) | 4. Dead Bugs (3 sets x 8-10 reps) | 5. Calf Raises (3 sets x 8-10 reps)
WK_1688,Beginner Push Routine,Weight Loss,Beginner,Push (Chest/Shoulders/Triceps),30,210,1. Front Raises (3 sets x 12-15 reps) | 2. Lateral Raises (3 sets x 12-15 reps) | 3. Dumbbell Chest Flyes (3 sets x 12-15 reps) | 4. Overhead Tricep Extension (3 sets x 12-15 reps) | 5. Dumbbell Bench Press (3 sets x 12-15 reps) | Finisher: Shadow Boxing (2 sets of 30 seconds)
WK_1689,Intermediate Full Body Circuit,Muscle Gain,Intermediate,Full Body,60,396,1. Goblet Squats (4 sets x 8-12 reps) | 2. Lying Leg Raises (4 sets x 8-12 reps) | 3. Pull-ups (4 sets x 8-12 reps) | 4. Calf Raises (4 sets x 8-12 reps) | 5. Barbell Bench Press (4 sets x 8-12 reps)
WK_1690,Intermediate Lower Body Focus,Weight Loss,Intermediate,Legs,30,277,1. Goblet Squats (3 sets x 40 sec work / 20 sec rest) | 2. Forward Lunges (3 sets x 40 sec work / 20 sec rest) | 3. Calf Raises (3 sets x 40 sec work / 20 sec rest) | 4. Bodyweight Squats (3 sets x 40 sec work / 20 sec rest) | 5. Reverse Lunges (3 sets x 40 sec work / 20 sec rest)
WK_1691,Beginner Pull Routine,General Fitness,Beginner,Pull (Back/Biceps),45,225,1. Dumbbell Rows (3 sets x 12 reps) | 2. Hammer Curls (3 sets x 12 reps) | 3. Dumbbell Bicep Curls (3 sets x 12 reps) | 4. Lat Pulldowns (3 sets x 12 reps) | 5. Chin-ups (3 sets x 12 reps) | Finisher: High Knees (2 sets of 30 seconds)
WK_1692,Advanced Upper Body Mix,General Fitness,Advanced,Upper Body,45,281,1. Tricep Kickbacks (3 sets x 10-15 reps) | 2. Dumbbell Overhead Press (3 sets x 10-15 reps) | 3. Pull-ups (3 sets x 10-15 reps) | 4. Dumbbell Bench Press (3 sets x 10-15 reps) | 5. Hammer Curls (3 sets x 10-15 reps) | Finisher: Jumping Jacks (3 sets of max effort)
WK_1693,Advanced Full Body Circuit,General Fitness,Advanced,Full Body,45,337,1. Forward Lunges (3 sets x 10-15 reps) | 2. Pull-ups (3 sets x 10-15 reps) | 3. Lying Leg Raises (3 sets x 10-15 reps) | 4. Incline Push-ups (3 sets x 10-15 reps) | 5. Step-ups (on chair/box) (3 sets x 10-15 reps) | Finisher: Mountain Climbers (3 sets of max effort)
WK_1694,Beginner Full Body Circuit,Muscle Gain,Beginner,Full Body,45,270,1. Crunches (4 sets x 8-10 reps) | 2. Dumbbell Chest Flyes (4 sets x 8-10 reps) | 3. Step-ups (on chair/box) (4 sets x 8-10 reps) | 4. Bodyweight Squats (4 sets x 8-10 reps) | 5. Inverted Bodyweight Rows (4 sets x 8-10 reps)
WK_1695,Beginner Push Routine,Muscle Gain,Beginner,Push (Chest/Shoulders/Triceps),60,300,1. Barbell Bench Press (3 sets x 8-10 reps) | 2. Overhead Tricep Extension (3 sets x 8-10 reps) | 3. Dumbbell Bench Press (3 sets x 8-10 reps) | 4. Seated Dumbbell Press (3 sets x 8-10 reps) | 5. Lateral Raises (3 sets x 8-10 reps) | Finisher: Mountain Climbers (2 sets of 30 seconds)
WK_1696,Beginner Lower Body Focus,Muscle Gain,Beginner,Legs,60,360,1. Reverse Lunges (4 sets x 8-10 reps) | 2. Forward Lunges (4 sets x 8-10 reps) | 3. Wall Sit (4 sets x 8-10 reps) | 4. Bodyweight Squats (4 sets x 8-10 reps) | 5. Goblet Squats (4 sets x 8-10 reps)
WK_1697,Intermediate Core & Sweat,Weight Loss,Intermediate,Core & Cardio,30,231,1. Bird-Dog (3 sets x 40 sec work / 20 sec rest) | 2. Burpees (3 sets x 40 sec work / 20 sec rest) | 3. Crunches (3 sets x 40 sec work / 20 sec rest) | 4. Mountain Climbers (3 sets x 40 sec work / 20 sec rest) | 5. Dead Bugs (3 sets x 40 sec work / 20 sec rest) | Finisher: Jump Rope (3 sets of max effort)
WK_1698,Beginner Upper Body Mix,General Fitness,Beginner,Upper Body,45,225,1. Incline Push-ups (3 sets x 12 reps) | 2. Inverted Bodyweight Rows (3 sets x 12 reps) | 3. Overhead Tricep Extension (3 sets x 12 reps) | 4. Pike Push-ups (3 sets x 12 reps) | 5. Hammer Curls (3 sets x 12 reps)
WK_1699,Intermediate Core & Sweat,General Fitness,Intermediate,Core & Cardio,30,165,1. Lying Leg Raises (3 sets x 12 reps) | 2. Russian Twists (3 sets x 12 reps) | 3. Forearm Plank (3 sets x 12 reps) | 4. Jumping Jacks (3 sets x 12 reps) | 5. High Knees (3 sets x 12 reps) | Finisher: Mountain Climbers (3 sets of max effort)
WK_1700,Beginner Pull Routine,General Fitness,Beginner,Pull (Back/Biceps),45,225,1. Dumbbell Rows (3 sets x 12 reps) | 2. Dumbbell Bicep Curls (3 sets x 12 reps) | 3. Superman Extensions (3 sets x 12 reps) | 4. Inverted Bodyweight Rows (3 sets x 12 reps) | 5. Hammer Curls (3 sets x 12 reps)
WK_1701,Beginner Upper Body Mix,Weight Loss,Beginner,Upper Body,30,210,1. Diamond Push-ups (3 sets x 12-15 reps) | 2. Dumbbell Bicep Curls (3 sets x 12-15 reps) | 3. Push-ups (3 sets x 12-15 reps) | 4. Lat Pulldowns (3 sets x 12-15 reps) | 5. Lateral Raises (3 sets x 12-15 reps)
WK_1702,Intermediate Full Body Circuit,General Fitness,Intermediate,Full Body,45,297,1. Step-ups (on chair/box) (3 sets x 12 reps) | 2. Knee Push-ups (3 sets x 12 reps) | 3. Dumbbell Rows (3 sets x 12 reps) | 4. Bird-Dog (3 sets x 12 reps) | 5. Glute Bridges (3 sets x 12 reps)
WK_1703,Advanced Upper Body Mix,General Fitness,Advanced,Upper Body,30,187,1. Dumbbell Chest Flyes (3 sets x 10-15 reps) | 2. Tricep Kickbacks (3 sets x 10-15 reps) | 3. Lateral Raises (3 sets x 10-15 reps) | 4. Dumbbell Bicep Curls (3 sets x 10-15 reps) | 5. Superman Extensions (3 sets x 10-15 reps) | Finisher: Mountain Climbers (3 sets of max effort)
