Meal_Name,Protein(g),Carbs(g),Fat(g),Calories,Goal
"Ugali Brown (Millet/Sorghum) with Beef Stew, Mixed Vegetables (Peas, Carrots) & Mango (Slice)",32,79,14,570,Balanced / Maintenance
"Pilau (Spiced Rice) with Beef Stew, Spinach & Passion Fruit (2 pcs)",32,61,22,570,Weight Loss / Lean
"Matoke (Plantain Stew) with Chicken Stew (Kuku Paka), Sukuma Wiki (Collard Greens) & Pawpaw (Papaya Slice)",27,66,22,570,Weight Loss / Lean
"Mukimo (Mashed Potatoes & Greens) with Beef Stew, Sukuma Wiki (Collard Greens) & Pawpaw (Papaya Slice)",32,70,18,570,Balanced / Maintenance
"Spaghetti with Njahi (Black Bean Stew), Cabbage (Fried) & Watermelon (Slice)",26,94,10,570,Balanced / Maintenance
"Ngwaci (Boiled Sweet Potato) with Njahi (Black Bean Stew), Mixed Vegetables (Peas, Carrots) & Roasted Peanuts (Handful)",27,73,19,571,Balanced / Maintenance
"Matoke (Plantain Stew) with Mutura (African Sausage), Spinach & Pawpaw (Papaya Slice)",21,61,27,571,Balanced / Maintenance
"Matoke (Plantain Stew) with Wet Fry Fish (Tilapia), Mixed Vegetables (Peas, Carrots) & Pawpaw (Papaya Slice)",33,67,19,571,Weight Loss / Lean
"Spaghetti with Omena (Silver Cyprinid Stew), Cabbage (Fried) & Watermelon (Slice)",36,64,19,571,Weight Loss / Lean
"Ugali Brown (Millet/Sorghum) with Wet Fry Fish (Tilapia), Cabbage (Fried) & Pawpaw (Papaya Slice)",35,65,19,571,Weight Loss / Lean
"Githeri (Maize & Beans) with Omena (Silver Cyprinid Stew), Sukuma Wiki (Collard Greens) & Watermelon (Slice)",41,59,19,571,Weight Loss / Lean
"Nduma (Boiled Arrowroot) with 2 Boiled Eggs, Cabbage (Fried) & Mandazi (1 pc)",19,72,23,571,Balanced / Maintenance
"Ngwaci (Boiled Sweet Potato) with Omena (Silver Cyprinid Stew), Mixed Vegetables (Peas, Carrots) & Roasted Peanuts (Handful)",37,43,28,572,Weight Loss / Lean
"White Rice with Maharagwe (Bean Stew), Mixed Vegetables (Peas, Carrots) & Watermelon (Slice)",20,96,12,572,Balanced / Maintenance
"White Rice with Beef Stew, Mixed Vegetables (Peas, Carrots) & Sweet Banana (Ndizi)",30,86,12,572,Balanced / Maintenance
"Spaghetti with 2 Boiled Eggs, Kachumbari (Tomato & Onion Salad) & Mandazi (1 pc)",24,74,20,572,Balanced / Maintenance
"Chapati (Soft Flatbread) with Beef Stew, Spinach & Pawpaw (Papaya Slice)",31,58,24,572,Weight Loss / Lean
"Nduma (Boiled Arrowroot) with Njahi (Black Bean Stew), Cabbage (Fried) & Sweet Banana (Ndizi)",20,105,8,572,Balanced / Maintenance
"Matoke (Plantain Stew) with Wet Fry Fish (Tilapia), Kachumbari (Tomato & Onion Salad) & Sweet Banana (Ndizi)",31,74,17,573,Balanced / Maintenance
"Chapati (Soft Flatbread) with Beef Stew, Sukuma Wiki (Collard Greens) & Watermelon (Slice)",31,56,25,573,Weight Loss / Lean
"Nduma (Boiled Arrowroot) with Omena (Silver Cyprinid Stew), Cabbage (Fried) & Sweet Banana (Ndizi)",30,75,17,573,Balanced / Maintenance
"Chapati (Soft Flatbread) with 2 Boiled Eggs, Mixed Vegetables (Peas, Carrots) & Sweet Banana (Ndizi)",21,73,22,574,Balanced / Maintenance
"Mukimo (Mashed Potatoes & Greens) with Beef Stew, Cabbage (Fried) & Pawpaw (Papaya Slice)",31,72,18,574,Balanced / Maintenance
"Spaghetti with Omena (Silver Cyprinid Stew), Kachumbari (Tomato & Onion Salad) & Sweet Banana (Ndizi)",35,77,14,574,Balanced / Maintenance
"Githeri (Maize & Beans) with Wet Fry Fish (Tilapia), Kachumbari (Tomato & Onion Salad) & Mango (Slice)",40,72,14,574,Balanced / Maintenance
"Matoke (Plantain Stew) with 2 Boiled Eggs, Avocado (Half) & Passion Fruit (2 pcs)",18,58,30,574,Balanced / Maintenance
"White Rice with 2 Boiled Eggs, Cabbage (Fried) & Maziwa Lala (Fermented Milk 1 cup)",26,66,23,575,Weight Loss / Lean
"Brown Rice with Wet Fry Fish (Tilapia), Cabbage (Fried) & Pawpaw (Papaya Slice)",34,67,19,575,Weight Loss / Lean
"Spaghetti with Omena (Silver Cyprinid Stew), Managu (African Nightshade) & Watermelon (Slice)",38,63,19,575,Weight Loss / Lean
"White Rice with Mutura (African Sausage), Managu (African Nightshade) & Pawpaw (Papaya Slice)",23,69,23,575,Balanced / Maintenance
"Mukimo (Mashed Potatoes & Greens) with Mutura (African Sausage), Mixed Vegetables (Peas, Carrots) & Watermelon (Slice)",24,68,23,575,Balanced / Maintenance
"Ngwaci (Boiled Sweet Potato) with Mutura (African Sausage), Cabbage (Fried) & Maziwa Lala (Fermented Milk 1 cup)",26,48,31,575,Weight Loss / Lean
"Chapati (Soft Flatbread) with Chicken Stew (Kuku Paka), Sukuma Wiki (Collard Greens) & Passion Fruit (2 pcs)",29,54,27,575,Weight Loss / Lean
"Ngwaci (Boiled Sweet Potato) with Wet Fry Fish (Tilapia), Avocado (Half) & Pawpaw (Papaya Slice)",31,52,27,575,Weight Loss / Lean
"Mukimo (Mashed Potatoes & Greens) with Njahi (Black Bean Stew), Sukuma Wiki (Collard Greens) & Watermelon (Slice)",25,94,11,575,Balanced / Maintenance
"Mukimo (Mashed Potatoes & Greens) with Wet Fry Fish (Tilapia), Managu (African Nightshade) & Passion Fruit (2 pcs)",37,62,20,576,Weight Loss / Lean
"Nduma (Boiled Arrowroot) with Chicken Stew (Kuku Paka), Kachumbari (Tomato & Onion Salad) & Mandazi (1 pc)",26,73,20,576,Balanced / Maintenance
"Spaghetti with Wet Fry Fish (Tilapia), Mixed Vegetables (Peas, Carrots) & Pawpaw (Papaya Slice)",38,70,16,576,Balanced / Maintenance
"Spaghetti with Mutura (African Sausage), Kachumbari (Tomato & Onion Salad) & Mango (Slice)",24,75,20,576,Balanced / Maintenance
"Ugali (White Cornmeal) with Nyama Choma (Roasted Beef/Goat), Managu (African Nightshade) & Watermelon (Slice)",34,63,21,577,Weight Loss / Lean
"Chapati (Soft Flatbread) with Beef Stew, Cabbage (Fried) & Watermelon (Slice)",30,58,25,577,Weight Loss / Lean
"Nduma (Boiled Arrowroot) with Wet Fry Fish (Tilapia), Kachumbari (Tomato & Onion Salad) & Roasted Peanuts (Handful)",36,50,26,578,Weight Loss / Lean
"Chapati (Soft Flatbread) with Beef Stew, Mixed Vegetables (Peas, Carrots) & Pawpaw (Papaya Slice)",31,64,22,578,Weight Loss / Lean
"Mukimo (Mashed Potatoes & Greens) with Nyama Choma (Roasted Beef/Goat), Spinach & Watermelon (Slice)",35,60,22,578,Weight Loss / Lean
"Githeri (Maize & Beans) with Omena (Silver Cyprinid Stew), Kachumbari (Tomato & Onion Salad) & Sweet Banana (Ndizi)",39,74,14,578,Balanced / Maintenance
"Ugali Brown (Millet/Sorghum) with Ndengu (Green Gram Stew), Sukuma Wiki (Collard Greens) & Pawpaw (Papaya Slice)",24,96,11,579,Balanced / Maintenance
"Spaghetti with Wet Fry Fish (Tilapia), Managu (African Nightshade) & Watermelon (Slice)",39,63,19,579,Weight Loss / Lean
"Githeri (Maize & Beans) with Nyama Choma (Roasted Beef/Goat), Mixed Vegetables (Peas, Carrots) & Watermelon (Slice)",41,61,19,579,Weight Loss / Lean
"Nduma (Boiled Arrowroot) with Mutura (African Sausage), Managu (African Nightshade) & Mango (Slice)",21,72,23,579,Balanced / Maintenance
"Mukimo (Mashed Potatoes & Greens) with Wet Fry Fish (Tilapia), Spinach & Pawpaw (Papaya Slice)",36,66,19,579,Weight Loss / Lean
"White Rice with Maharagwe (Bean Stew), Managu (African Nightshade) & Passion Fruit (2 pcs)",21,90,15,579,Balanced / Maintenance
"Ngwaci (Boiled Sweet Potato) with Nyama Choma (Roasted Beef/Goat), Sukuma Wiki (Collard Greens) & Maziwa Lala (Fermented Milk 1 cup)",38,44,28,580,Weight Loss / Lean
"White Rice with Chicken Stew (Kuku Paka), Kachumbari (Tomato & Onion Salad) & Maziwa Lala (Fermented Milk 1 cup)",33,67,20,580,Weight Loss / Lean
"Githeri (Maize & Beans) with Mutura (African Sausage), Kachumbari (Tomato & Onion Salad) & Mango (Slice)",28,72,20,580,Balanced / Maintenance
"Ugali (White Cornmeal) with Mutura (African Sausage), Cabbage (Fried) & Pawpaw (Papaya Slice)",21,70,24,580,Balanced / Maintenance
"White Rice with Chicken Stew (Kuku Paka), Spinach & Sweet Banana (Ndizi)",28,81,16,580,Balanced / Maintenance
"Pilau (Spiced Rice) with Ndengu (Green Gram Stew), Kachumbari (Tomato & Onion Salad) & Watermelon (Slice)",22,96,12,580,Balanced / Maintenance
"Ugali Brown (Millet/Sorghum) with Beef Stew, Sukuma Wiki (Collard Greens) & Mango (Slice)",32,75,17,581,Balanced / Maintenance
"Ugali Brown (Millet/Sorghum) with Mutura (African Sausage), Managu (African Nightshade) & Pawpaw (Papaya Slice)",25,64,25,581,Balanced / Maintenance
"Brown Rice with Mutura (African Sausage), Cabbage (Fried) & Pawpaw (Papaya Slice)",22,67,25,581,Balanced / Maintenance
"Ugali (White Cornmeal) with Beef Stew, Mixed Vegetables (Peas, Carrots) & Sweet Banana (Ndizi)",30,86,13,581,Balanced / Maintenance
"Brown Rice with Pork Wet Fry, Mixed Vegetables (Peas, Carrots) & Watermelon (Slice)",31,65,22,582,Weight Loss / Lean
"Chapati (Soft Flatbread) with Njahi (Black Bean Stew), Sukuma Wiki (Collard Greens) & Passion Fruit (2 pcs)",24,81,18,582,Balanced / Maintenance
"White Rice with Pork Wet Fry, Kachumbari (Tomato & Onion Salad) & Mango (Slice)",28,77,18,582,Balanced / Maintenance
"Githeri (Maize & Beans) with Wet Fry Fish (Tilapia), Kachumbari (Tomato & Onion Salad) & Sweet Banana (Ndizi)",40,74,14,582,Balanced / Maintenance
"Spaghetti with Ndengu (Green Gram Stew), Spinach & Pawpaw (Papaya Slice)",26,97,10,582,Balanced / Maintenance
"Ngwaci (Boiled Sweet Potato) with Ndengu (Green Gram Stew), Spinach & Roasted Peanuts (Handful)",26,70,22,582,Balanced / Maintenance
"Brown Rice with Chicken Stew (Kuku Paka), Spinach & Mango (Slice)",29,76,18,582,Balanced / Maintenance
"Pilau (Spiced Rice) with Nyama Choma (Roasted Beef/Goat), Kachumbari (Tomato & Onion Salad) & Watermelon (Slice)",33,61,23,583,Weight Loss / Lean
"White Rice with Beef Stew, Sukuma Wiki (Collard Greens) & Sweet Banana (Ndizi)",30,82,15,583,Balanced / Maintenance
"Ngwaci (Boiled Sweet Potato) with Omena (Silver Cyprinid Stew), Sukuma Wiki (Collard Greens) & Roasted Peanuts (Handful)",37,39,31,583,Weight Loss / Lean
"Nduma (Boiled Arrowroot) with Mutura (African Sausage), Cabbage (Fried) & Sweet Banana (Ndizi)",19,75,23,583,Balanced / Maintenance
"White Rice with Maharagwe (Bean Stew), Sukuma Wiki (Collard Greens) & Watermelon (Slice)",20,92,15,583,Balanced / Maintenance
"White Rice with Wet Fry Fish (Tilapia), Spinach & Mango (Slice)",34,76,16,584,Balanced / Maintenance
"Ugali (White Cornmeal) with Pork Wet Fry, Cabbage (Fried) & Passion Fruit (2 pcs)",29,63,24,584,Weight Loss / Lean
"Spaghetti with Mutura (African Sausage), Managu (African Nightshade) & Watermelon (Slice)",27,63,25,585,Weight Loss / Lean
"Brown Rice with Mutura (African Sausage), Managu (African Nightshade) & Pawpaw (Papaya Slice)",24,66,25,585,Balanced / Maintenance
"Matoke (Plantain Stew) with Nyama Choma (Roasted Beef/Goat), Cabbage (Fried) & Watermelon (Slice)",31,59,25,585,Weight Loss / Lean
"Ngwaci (Boiled Sweet Potato) with Chicken Stew (Kuku Paka), Sukuma Wiki (Collard Greens) & Mandazi (1 pc)",28,62,25,585,Weight Loss / Lean
"Brown Rice with 2 Boiled Eggs, Cabbage (Fried) & Maziwa Lala (Fermented Milk 1 cup)",27,63,25,585,Weight Loss / Lean
"Ngwaci (Boiled Sweet Potato) with Nyama Choma (Roasted Beef/Goat), Spinach & Roasted Peanuts (Handful)",37,35,33,585,Weight Loss / Lean
"Spaghetti with Nyama Choma (Roasted Beef/Goat), Kachumbari (Tomato & Onion Salad) & Mango (Slice)",35,73,17,585,Balanced / Maintenance
"Ngwaci (Boiled Sweet Potato) with Ndengu (Green Gram Stew), Managu (African Nightshade) & Maziwa Lala (Fermented Milk 1 cup)",28,80,17,585,Balanced / Maintenance
"Ngwaci (Boiled Sweet Potato) with Maharagwe (Bean Stew), Avocado (Half) & Passion Fruit (2 pcs)",17,73,25,585,Balanced / Maintenance
"Ugali (White Cornmeal) with Nyama Choma (Roasted Beef/Goat), Sukuma Wiki (Collard Greens) & Pawpaw (Papaya Slice)",33,66,21,585,Weight Loss / Lean
"Brown Rice with Beef Stew, Sukuma Wiki (Collard Greens) & Mango (Slice)",31,77,17,585,Balanced / Maintenance
"Ngwaci (Boiled Sweet Potato) with 2 Boiled Eggs, Avocado (Half) & Maziwa Lala (Fermented Milk 1 cup)",24,48,33,585,Balanced / Maintenance
"Ugali Brown (Millet/Sorghum) with Pork Wet Fry, Managu (African Nightshade) & Passion Fruit (2 pcs)",33,57,25,585,Weight Loss / Lean
"White Rice with Njahi (Black Bean Stew), Mixed Vegetables (Peas, Carrots) & Mango (Slice)",23,112,5,585,Balanced / Maintenance
"Ngwaci (Boiled Sweet Potato) with Njahi (Black Bean Stew), Cabbage (Fried) & Roasted Peanuts (Handful)",26,71,22,586,Balanced / Maintenance
"Ngwaci (Boiled Sweet Potato) with Wet Fry Fish (Tilapia), Mixed Vegetables (Peas, Carrots) & Mandazi (1 pc)",34,63,22,586,Weight Loss / Lean
"White Rice with Beef Stew, Cabbage (Fried) & Sweet Banana (Ndizi)",29,84,15,587,Balanced / Maintenance
"Ngwaci (Boiled Sweet Potato) with Ndengu (Green Gram Stew), Avocado (Half) & Pawpaw (Papaya Slice)",19,85,19,587,Balanced / Maintenance
"White Rice with Njahi (Black Bean Stew), Kachumbari (Tomato & Onion Salad) & Maziwa Lala (Fermented Milk 1 cup)",28,94,11,587,Balanced / Maintenance
"Githeri (Maize & Beans) with Chicken Stew (Kuku Paka), Managu (African Nightshade) & Pawpaw (Papaya Slice)",37,67,19,587,Weight Loss / Lean
"Nduma (Boiled Arrowroot) with Nyama Choma (Roasted Beef/Goat), Managu (African Nightshade) & Mango (Slice)",32,70,20,588,Balanced / Maintenance
"Ugali (White Cornmeal) with Beef Stew, Cabbage (Fried) & Mango (Slice)",29,82,16,588,Balanced / Maintenance
"Ugali (White Cornmeal) with Njahi (Black Bean Stew), Spinach & Mango (Slice)",23,106,8,588,Balanced / Maintenance
"Mukimo (Mashed Potatoes & Greens) with 2 Boiled Eggs, Spinach & Maziwa Lala (Fermented Milk 1 cup)",29,62,25,589,Weight Loss / Lean
"Ngwaci (Boiled Sweet Potato) with Beef Stew, Avocado (Half) & Mango (Slice)",27,64,25,589,Weight Loss / Lean
"Ugali Brown (Millet/Sorghum) with Beef Stew, Sukuma Wiki (Collard Greens) & Sweet Banana (Ndizi)",32,77,17,589,Balanced / Maintenance
"White Rice with Chicken Stew (Kuku Paka), Sukuma Wiki (Collard Greens) & Mango (Slice)",28,81,17,589,Balanced / Maintenance
"Ugali (White Cornmeal) with Chicken Stew (Kuku Paka), Spinach & Sweet Banana (Ndizi)",28,81,17,589,Balanced / Maintenance
"Githeri (Maize & Beans) with Nyama Choma (Roasted Beef/Goat), Kachumbari (Tomato & Onion Salad) & Mango (Slice)",39,70,17,589,Balanced / Maintenance
"Githeri (Maize & Beans) with Pork Wet Fry, Mixed Vegetables (Peas, Carrots) & Passion Fruit (2 pcs)",38,60,22,590,Weight Loss / Lean
"Spaghetti with Nyama Choma (Roasted Beef/Goat), Cabbage (Fried) & Watermelon (Slice)",36,62,22,590,Weight Loss / Lean
"Matoke (Plantain Stew) with Wet Fry Fish (Tilapia), Managu (African Nightshade) & Pawpaw (Papaya Slice)",34,64,22,590,Weight Loss / Lean
"White Rice with Mutura (African Sausage), Spinach & Mango (Slice)",22,76,22,590,Balanced / Maintenance
"Githeri (Maize & Beans) with Omena (Silver Cyprinid Stew), Cabbage (Fried) & Pawpaw (Papaya Slice)",40,65,19,591,Weight Loss / Lean
"Nduma (Boiled Arrowroot) with Beef Stew, Cabbage (Fried) & Maziwa Lala (Fermented Milk 1 cup)",34,62,23,591,Weight Loss / Lean
"Spaghetti with Wet Fry Fish (Tilapia), Cabbage (Fried) & Pawpaw (Papaya Slice)",37,68,19,591,Weight Loss / Lean
"White Rice with Maharagwe (Bean Stew), Managu (African Nightshade) & Watermelon (Slice)",21,93,15,591,Balanced / Maintenance
"Mukimo (Mashed Potatoes & Greens) with Ndengu (Green Gram Stew), Spinach & Pawpaw (Papaya Slice)",24,99,11,591,Balanced / Maintenance
"Brown Rice with 2 Boiled Eggs, Avocado (Half) & Pawpaw (Papaya Slice)",20,67,27,591,Balanced / Maintenance
"Mukimo (Mashed Potatoes & Greens) with Chicken Stew (Kuku Paka), Managu (African Nightshade) & Pawpaw (Papaya Slice)",31,72,20,592,Balanced / Maintenance
"Brown Rice with Maharagwe (Bean Stew), Kachumbari (Tomato & Onion Salad) & Mango (Slice)",19,102,12,592,Balanced / Maintenance
"Ngwaci (Boiled Sweet Potato) with Njahi (Black Bean Stew), Sukuma Wiki (Collard Greens) & Mandazi (1 pc)",23,89,16,592,Balanced / Maintenance
"Matoke (Plantain Stew) with Pork Wet Fry, Sukuma Wiki (Collard Greens) & Passion Fruit (2 pcs)",29,56,28,592,Weight Loss / Lean
"Ngwaci (Boiled Sweet Potato) with Pork Wet Fry, Mixed Vegetables (Peas, Carrots) & Maziwa Lala (Fermented Milk 1 cup)",35,50,28,592,Weight Loss / Lean
"Chapati (Soft Flatbread) with Mutura (African Sausage), Sukuma Wiki (Collard Greens) & Passion Fruit (2 pcs)",23,51,33,593,Balanced / Maintenance
"White Rice with Chicken Stew (Kuku Paka), Cabbage (Fried) & Mango (Slice)",27,83,17,593,Balanced / Maintenance
"Ugali Brown (Millet/Sorghum) with Omena (Silver Cyprinid Stew), Spinach & Sweet Banana (Ndizi)",35,73,18,594,Balanced / Maintenance
"Chapati (Soft Flatbread) with Omena (Silver Cyprinid Stew), Kachumbari (Tomato & Onion Salad) & Mango (Slice)",32,67,22,594,Weight Loss / Lean
"Ugali Brown (Millet/Sorghum) with Pork Wet Fry, Mixed Vegetables (Peas, Carrots) & Pawpaw (Papaya Slice)",32,67,22,594,Weight Loss / Lean
"Githeri (Maize & Beans) with Omena (Silver Cyprinid Stew), Managu (African Nightshade) & Pawpaw (Papaya Slice)",42,64,19,595,Weight Loss / Lean
"Ugali (White Cornmeal) with Chicken Stew (Kuku Paka), Mixed Vegetables (Peas, Carrots) & Sweet Banana (Ndizi)",28,87,15,595,Balanced / Maintenance
"Githeri (Maize & Beans) with Wet Fry Fish (Tilapia), Cabbage (Fried) & Pawpaw (Papaya Slice)",41,65,19,595,Weight Loss / Lean
"Mukimo (Mashed Potatoes & Greens) with Njahi (Black Bean Stew), Cabbage (Fried) & Pawpaw (Papaya Slice)",24,100,11,595,Balanced / Maintenance
"Nduma (Boiled Arrowroot) with Chicken Stew (Kuku Paka), Avocado (Half) & Watermelon (Slice)",25,63,27,595,Balanced / Maintenance
"Nduma (Boiled Arrowroot) with Nyama Choma (Roasted Beef/Goat), Managu (African Nightshade) & Sweet Banana (Ndizi)",32,72,20,596,Balanced / Maintenance
"Ugali (White Cornmeal) with Maharagwe (Bean Stew), Cabbage (Fried) & Watermelon (Slice)",19,94,16,596,Balanced / Maintenance
"Ugali (White Cornmeal) with Njahi (Black Bean Stew), Spinach & Sweet Banana (Ndizi)",23,108,8,596,Balanced / Maintenance
"Matoke (Plantain Stew) with Maharagwe (Bean Stew), Cabbage (Fried) & Passion Fruit (2 pcs)",18,86,20,596,Balanced / Maintenance
"Ugali (White Cornmeal) with Omena (Silver Cyprinid Stew), Kachumbari (Tomato & Onion Salad) & Maziwa Lala (Fermented Milk 1 cup)",38,64,21,597,Weight Loss / Lean
"Ugali Brown (Millet/Sorghum) with Maharagwe (Bean Stew), Managu (African Nightshade) & Watermelon (Slice)",23,88,17,597,Balanced / Maintenance
"Brown Rice with Pork Wet Fry, Cabbage (Fried) & Watermelon (Slice)",30,63,25,597,Weight Loss / Lean
"Brown Rice with Njahi (Black Bean Stew), Kachumbari (Tomato & Onion Salad) & Maziwa Lala (Fermented Milk 1 cup)",29,91,13,597,Balanced / Maintenance
"Spaghetti with Maharagwe (Bean Stew), Sukuma Wiki (Collard Greens) & Passion Fruit (2 pcs)",24,87,17,597,Balanced / Maintenance
"White Rice with Beef Stew, Kachumbari (Tomato & Onion Salad) & Mandazi (1 pc)",30,79,18,598,Balanced / Maintenance
"Ugali Brown (Millet/Sorghum) with Wet Fry Fish (Tilapia), Spinach & Sweet Banana (Ndizi)",36,73,18,598,Balanced / Maintenance
"White Rice with Mutura (African Sausage), Kachumbari (Tomato & Onion Salad) & Maziwa Lala (Fermented Milk 1 cup)",27,64,26,598,Weight Loss / Lean
"Ugali Brown (Millet/Sorghum) with 2 Boiled Eggs, Sukuma Wiki (Collard Greens) & Roasted Peanuts (Handful)",28,52,31,599,Weight Loss / Lean
"Ugali (White Cornmeal) with Wet Fry Fish (Tilapia), Mixed Vegetables (Peas, Carrots) & Mango (Slice)",34,82,15,599,Balanced / Maintenance
"Brown Rice with Chicken Stew (Kuku Paka), Sukuma Wiki (Collard Greens) & Mango (Slice)",29,78,19,599,Balanced / Maintenance
"Mukimo (Mashed Potatoes & Greens) with Beef Stew, Mixed Vegetables (Peas, Carrots) & Mango (Slice)",32,84,15,599,Balanced / Maintenance
"Chapati (Soft Flatbread) with Ndengu (Green Gram Stew), Sukuma Wiki (Collard Greens) & Passion Fruit (2 pcs)",23,84,19,599,Balanced / Maintenance
"Mukimo (Mashed Potatoes & Greens) with Njahi (Black Bean Stew), Managu (African Nightshade) & Pawpaw (Papaya Slice)",26,99,11,599,Balanced / Maintenance
"Matoke (Plantain Stew) with Chicken Stew (Kuku Paka), Mixed Vegetables (Peas, Carrots) & Mango (Slice)",27,80,19,599,Balanced / Maintenance
"Matoke (Plantain Stew) with Maharagwe (Bean Stew), Managu (African Nightshade) & Passion Fruit (2 pcs)",20,85,20,600,Balanced / Maintenance
"Brown Rice with Pork Wet Fry, Kachumbari (Tomato & Onion Salad) & Sweet Banana (Ndizi)",29,76,20,600,Balanced / Maintenance
"Ugali (White Cornmeal) with Maharagwe (Bean Stew), Managu (African Nightshade) & Watermelon (Slice)",21,93,16,600,Balanced / Maintenance
"Nduma (Boiled Arrowroot) with Pork Wet Fry, Mixed Vegetables (Peas, Carrots) & Sweet Banana (Ndizi)",28,77,20,600,Balanced / Maintenance
"Ugali Brown (Millet/Sorghum) with Omena (Silver Cyprinid Stew), Mixed Vegetables (Peas, Carrots) & Sweet Banana (Ndizi)",35,79,16,600,Balanced / Maintenance
"Mukimo (Mashed Potatoes & Greens) with 2 Boiled Eggs, Avocado (Half) & Watermelon (Slice)",21,66,28,600,Balanced / Maintenance
"Mukimo (Mashed Potatoes & Greens) with Pork Wet Fry, Spinach & Watermelon (Slice)",32,62,25,601,Weight Loss / Lean
"Brown Rice with Maharagwe (Bean Stew), Managu (African Nightshade) & Watermelon (Slice)",22,90,17,601,Muscle Gain
"Mukimo (Mashed Potatoes & Greens) with Nyama Choma (Roasted Beef/Goat), Kachumbari (Tomato & Onion Salad) & Sweet Banana (Ndizi)",33,77,18,602,Muscle Gain
"Chapati (Soft Flatbread) with Nyama Choma (Roasted Beef/Goat), Sukuma Wiki (Collard Greens) & Passion Fruit (2 pcs)",34,49,30,602,Weight Loss / Lean
"Nduma (Boiled Arrowroot) with Wet Fry Fish (Tilapia), Mixed Vegetables (Peas, Carrots) & Maziwa Lala (Fermented Milk 1 cup)",39,62,22,602,Weight Loss / Lean
"Matoke (Plantain Stew) with 2 Boiled Eggs, Avocado (Half) & Pawpaw (Papaya Slice)",18,65,30,602,Balanced / Maintenance
"Chapati (Soft Flatbread) with Omena (Silver Cyprinid Stew), Kachumbari (Tomato & Onion Salad) & Sweet Banana (Ndizi)",32,69,22,602,Weight Loss / Lean
"Spaghetti with Nyama Choma (Roasted Beef/Goat), Sukuma Wiki (Collard Greens) & Pawpaw (Papaya Slice)",37,64,22,602,Weight Loss / Lean
"Ngwaci (Boiled Sweet Potato) with Pork Wet Fry, Sukuma Wiki (Collard Greens) & Maziwa Lala (Fermented Milk 1 cup)",35,46,31,603,Weight Loss / Lean
"Pilau (Spiced Rice) with Njahi (Black Bean Stew), Spinach & Watermelon (Slice)",25,92,15,603,Muscle Gain
"Brown Rice with Njahi (Black Bean Stew), Mixed Vegetables (Peas, Carrots) & Sweet Banana (Ndizi)",24,111,7,603,Muscle Gain
"Ngwaci (Boiled Sweet Potato) with Mutura (African Sausage), Sukuma Wiki (Collard Greens) & Mandazi (1 pc)",22,59,31,603,Muscle Gain
"White Rice with Pork Wet Fry, Cabbage (Fried) & Pawpaw (Papaya Slice)",29,70,23,603,Muscle Gain
"Chapati (Soft Flatbread) with Mutura (African Sausage), Spinach & Pawpaw (Papaya Slice)",23,56,32,604,Muscle Gain
"Brown Rice with Omena (Silver Cyprinid Stew), Mixed Vegetables (Peas, Carrots) & Sweet Banana (Ndizi)",34,81,16,604,Muscle Gain
"Spaghetti with Chicken Stew (Kuku Paka), Mixed Vegetables (Peas, Carrots) & Mango (Slice)",32,83,16,604,Muscle Gain
"Chapati (Soft Flatbread) with Wet Fry Fish (Tilapia), Mixed Vegetables (Peas, Carrots) & Pawpaw (Papaya Slice)",35,62,24,604,Weight Loss / Lean
"Ugali Brown (Millet/Sorghum) with Beef Stew, Kachumbari (Tomato & Onion Salad) & Mandazi (1 pc)",32,74,20,604,Muscle Gain
"Matoke (Plantain Stew) with Beef Stew, Managu (African Nightshade) & Mango (Slice)",30,76,20,604,Muscle Gain
"White Rice with Ndengu (Green Gram Stew), Spinach & Sweet Banana (Ndizi)",22,111,8,604,Muscle Gain
"White Rice with Ndengu (Green Gram Stew), Kachumbari (Tomato & Onion Salad) & Maziwa Lala (Fermented Milk 1 cup)",27,97,12,604,Muscle Gain
"White Rice with Wet Fry Fish (Tilapia), Cabbage (Fried) & Mango (Slice)",33,80,17,605,Muscle Gain
"Ugali (White Cornmeal) with Njahi (Black Bean Stew), Sukuma Wiki (Collard Greens) & Mango (Slice)",23,108,9,605,Muscle Gain
"Spaghetti with Maharagwe (Bean Stew), Managu (African Nightshade) & Passion Fruit (2 pcs)",25,88,17,605,Muscle Gain
"Brown Rice with Mutura (African Sausage), Mixed Vegetables (Peas, Carrots) & Mango (Slice)",23,79,22,606,Muscle Gain
"Ngwaci (Boiled Sweet Potato) with Nyama Choma (Roasted Beef/Goat), Cabbage (Fried) & Roasted Peanuts (Handful)",36,39,34,606,Weight Loss / Lean
"Spaghetti with Omena (Silver Cyprinid Stew), Spinach & Mango (Slice)",37,74,18,606,Muscle Gain
"Githeri (Maize & Beans) with 2 Boiled Eggs, Spinach & Roasted Peanuts (Handful)",34,50,30,606,Weight Loss / Lean
"Chapati (Soft Flatbread) with Chicken Stew (Kuku Paka), Cabbage (Fried) & Pawpaw (Papaya Slice)",28,63,27,607,Weight Loss / Lean
"White Rice with Nyama Choma (Roasted Beef/Goat), Spinach & Sweet Banana (Ndizi)",33,76,19,607,Muscle Gain
"Brown Rice with Omena (Silver Cyprinid Stew), Sukuma Wiki (Collard Greens) & Mango (Slice)",34,75,19,607,Muscle Gain
