Workout_ID,Focus_Area,Difficulty,Routine,Goal
REHAB_2001,Rehabilitation,Beginner,Seated Shoulder Rolls | Cat-Cow Stretch | Gentle Walking,Recovery
REHAB_3310,Rehabilitation,Beginner,Box Breathing | Lying Glute Stretch | Gentle Walking,Recovery
REHAB_3311,Rehabilitation,Beginner,Wrist Rotations | Chest Opener Stretch | Gentle Walking,Recovery
REHAB_3312,Rehabilitation,Beginner,Progressive Muscle Relaxation | Lying Glute Stretch | Isometric Towel Presses,Recovery
REHAB_3313,Rehabilitation,Beginner,Diaphragmatic Breathing | Calf Stretch on Wall | Assisted Leg Raises,Recovery
REHAB_3314,Rehabilitation,Beginner,Diaphragmatic Breathing | Calf Stretch on Wall | Gentle Walking,Recovery
REHAB_3315,Rehabilitation,Beginner,Deep Breathing | Child's Pose | Glute Squeezes,Recovery
REHAB_3316,Rehabilitation,Beginner,Pelvic Tilts | Child's Pose | Isometric Towel Presses,Recovery
REHAB_3317,Rehabilitation,Beginner,Guided Meditation | Calf Stretch on Wall | Neck Rotations,Recovery
REHAB_3318,Rehabilitation,Beginner,Progressive Muscle Relaxation | Overhead Reach | Glute Squeezes,Recovery
REHAB_3319,Rehabilitation,Beginner,Guided Meditation | Calf Stretch on Wall | Seated Shoulder Rolls,Recovery
REHAB_3320,Rehabilitation,Beginner,Progressive Muscle Relaxation | Child's Pose | Wrist Rotations,Recovery
REHAB_3321,Rehabilitation,Beginner,Pelvic Tilts | Overhead Reach | Isometric Towel Presses,Recovery
REHAB_3322,Rehabilitation,Beginner,Seated Shoulder Rolls | Chest Opener Stretch | Static Wall Sits (Shallow),Recovery
REHAB_3323,Rehabilitation,Beginner,Progressive Muscle Relaxation | Child's Pose | Assisted Leg Raises,Recovery
REHAB_3324,Rehabilitation,Beginner,Wrist Rotations | Calf Stretch on Wall | Ankle Pumps,Recovery
REHAB_3325,Rehabilitation,Beginner,Seated Shoulder Rolls | Child's Pose | Seated Torso Twists (Light),Recovery
REHAB_3326,Rehabilitation,Beginner,Mindful Breathing | Knee-to-Chest Stretch | Wrist Rotations,Recovery
REHAB_3327,Rehabilitation,Beginner,Diaphragmatic Breathing | Seated Hamstring Stretch | Assisted Leg Raises,Recovery
REHAB_3328,Rehabilitation,Beginner,Ankle Pumps | Overhead Reach | Isometric Towel Presses,Recovery
REHAB_3329,Rehabilitation,Beginner,Ankle Pumps | Seated Hamstring Stretch | Wrist Rotations,Recovery
REHAB_3330,Rehabilitation,Beginner,Ankle Pumps | Calf Stretch on Wall | Isometric Towel Presses,Recovery
REHAB_3331,Rehabilitation,Beginner,Ankle Pumps | Lying Glute Stretch | Static Wall Sits (Shallow),Recovery
REHAB_3332,Rehabilitation,Beginner,Ankle Pumps | Cat-Cow Stretch | Light Core Bracing,Recovery
REHAB_3333,Rehabilitation,Beginner,Diaphragmatic Breathing | Calf Stretch on Wall | Assisted Leg Raises,Recovery
REHAB_3334,Rehabilitation,Beginner,Guided Meditation | Lying Glute Stretch | Pelvic Tilts,Recovery
REHAB_3335,Rehabilitation,Beginner,Progressive Muscle Relaxation | Child's Pose | Static Wall Sits (Shallow),Recovery
REHAB_3336,Rehabilitation,Beginner,Guided Meditation | Calf Stretch on Wall | Light Core Bracing,Recovery
REHAB_3337,Rehabilitation,Beginner,Deep Breathing | Knee-to-Chest Stretch | Ankle Pumps,Recovery
REHAB_3338,Rehabilitation,Beginner,Box Breathing | Cat-Cow Stretch | Pelvic Tilts,Recovery
REHAB_3339,Rehabilitation,Beginner,Mindful Breathing | Cat-Cow Stretch | Assisted Leg Raises,Recovery
REHAB_3340,Rehabilitation,Beginner,Deep Breathing | Seated Hamstring Stretch | Seated Torso Twists (Light),Recovery
REHAB_3341,Rehabilitation,Beginner,Neck Rotations | Overhead Reach | Wrist Rotations,Recovery
REHAB_3342,Rehabilitation,Beginner,Gentle Walking | Chest Opener Stretch | Seated Torso Twists (Light),Recovery
REHAB_3343,Rehabilitation,Beginner,Progressive Muscle Relaxation | Overhead Reach | Neck Rotations,Recovery
REHAB_3344,Rehabilitation,Beginner,Neck Rotations | Lying Glute Stretch | Wrist Rotations,Recovery
REHAB_3345,Rehabilitation,Beginner,Neck Rotations | Cat-Cow Stretch | Isometric Towel Presses,Recovery
REHAB_3346,Rehabilitation,Beginner,Deep Breathing | Knee-to-Chest Stretch | Gentle Walking,Recovery
REHAB_3347,Rehabilitation,Beginner,Progressive Muscle Relaxation | Knee-to-Chest Stretch | Neck Rotations,Recovery
REHAB_3348,Rehabilitation,Beginner,Guided Meditation | Calf Stretch on Wall | Wrist Rotations,Recovery
REHAB_3349,Rehabilitation,Beginner,Gentle Walking | Child's Pose | Assisted Leg Raises,Recovery
REHAB_3350,Rehabilitation,Beginner,Guided Meditation | Cat-Cow Stretch | Pelvic Tilts,Recovery
REHAB_3351,Rehabilitation,Beginner,Ankle Pumps | Chest Opener Stretch | Assisted Leg Raises,Recovery
REHAB_3352,Rehabilitation,Beginner,Deep Breathing | Overhead Reach | Static Wall Sits (Shallow),Recovery
REHAB_3353,Rehabilitation,Beginner,Diaphragmatic Breathing | Overhead Reach | Wrist Rotations,Recovery
REHAB_3354,Rehabilitation,Beginner,Deep Breathing | Cat-Cow Stretch | Pelvic Tilts,Recovery
REHAB_3355,Rehabilitation,Beginner,Box Breathing | Lying Glute Stretch | Seated Torso Twists (Light),Recovery
REHAB_3356,Rehabilitation,Beginner,Pelvic Tilts | Knee-to-Chest Stretch | Static Wall Sits (Shallow),Recovery
REHAB_3357,Rehabilitation,Beginner,Mindful Breathing | Knee-to-Chest Stretch | Ankle Pumps,Recovery
REHAB_3358,Rehabilitation,Beginner,Guided Meditation | Seated Hamstring Stretch | Seated Torso Twists (Light),Recovery
REHAB_3359,Rehabilitation,Beginner,Ankle Pumps | Chest Opener Stretch | Wrist Rotations,Recovery
REHAB_3360,Rehabilitation,Beginner,Deep Breathing | Calf Stretch on Wall | Gentle Walking,Recovery
REHAB_3361,Rehabilitation,Beginner,Gentle Walking | Cat-Cow Stretch | Seated Shoulder Rolls,Recovery
REHAB_3362,Rehabilitation,Beginner,Seated Shoulder Rolls | Chest Opener Stretch | Ankle Pumps,Recovery
REHAB_3363,Rehabilitation,Beginner,Guided Meditation | Seated Hamstring Stretch | Ankle Pumps,Recovery
REHAB_3364,Rehabilitation,Beginner,Diaphragmatic Breathing | Knee-to-Chest Stretch | Neck Rotations,Recovery
REHAB_3365,Rehabilitation,Beginner,Neck Rotations | Cat-Cow Stretch | Seated Shoulder Rolls,Recovery
REHAB_3366,Rehabilitation,Beginner,Seated Torso Twists (Light) | Overhead Reach | Light Core Bracing,Recovery
REHAB_3367,Rehabilitation,Beginner,Neck Rotations | Knee-to-Chest Stretch | Neck Rotations,Recovery
REHAB_3368,Rehabilitation,Beginner,Seated Shoulder Rolls | Overhead Reach | Wrist Rotations,Recovery
REHAB_3369,Rehabilitation,Beginner,Progressive Muscle Relaxation | Overhead Reach | Pelvic Tilts,Recovery
REHAB_3370,Rehabilitation,Beginner,Diaphragmatic Breathing | Chest Opener Stretch | Gentle Walking,Recovery
REHAB_3371,Rehabilitation,Beginner,Mindful Breathing | Chest Opener Stretch | Light Core Bracing,Recovery
REHAB_3372,Rehabilitation,Beginner,Mindful Breathing | Lying Glute Stretch | Seated Shoulder Rolls,Recovery
REHAB_3373,Rehabilitation,Beginner,Ankle Pumps | Seated Hamstring Stretch | Wrist Rotations,Recovery
REHAB_3374,Rehabilitation,Beginner,Seated Torso Twists (Light) | Cat-Cow Stretch | Neck Rotations,Recovery
REHAB_3375,Rehabilitation,Beginner,Seated Shoulder Rolls | Calf Stretch on Wall | Isometric Towel Presses,Recovery
REHAB_3376,Rehabilitation,Beginner,Wrist Rotations | Overhead Reach | Isometric Towel Presses,Recovery
REHAB_3377,Rehabilitation,Beginner,Ankle Pumps | Lying Glute Stretch | Foam Rolling,Recovery
REHAB_3378,Rehabilitation,Beginner,Deep Breathing | Overhead Reach | Foam Rolling,Recovery
REHAB_3379,Rehabilitation,Beginner,Gentle Walking | Chest Opener Stretch | Glute Squeezes,Recovery
REHAB_3380,Rehabilitation,Beginner,Box Breathing | Chest Opener Stretch | Seated Shoulder Rolls,Recovery
REHAB_3381,Rehabilitation,Beginner,Guided Meditation | Overhead Reach | Assisted Leg Raises,Recovery
REHAB_3382,Rehabilitation,Beginner,Deep Breathing | Child's Pose | Neck Rotations,Recovery
REHAB_3383,Rehabilitation,Beginner,Seated Torso Twists (Light) | Chest Opener Stretch | Wrist Rotations,Recovery
REHAB_3384,Rehabilitation,Beginner,Diaphragmatic Breathing | Lying Glute Stretch | Isometric Towel Presses,Recovery
REHAB_3385,Rehabilitation,Beginner,Box Breathing | Child's Pose | Gentle Walking,Recovery
REHAB_3386,Rehabilitation,Beginner,Gentle Walking | Cat-Cow Stretch | Static Wall Sits (Shallow),Recovery
REHAB_3387,Rehabilitation,Beginner,Gentle Walking | Lying Glute Stretch | Static Wall Sits (Shallow),Recovery
REHAB_3388,Rehabilitation,Beginner,Diaphragmatic Breathing | Knee-to-Chest Stretch | Pelvic Tilts,Recovery
REHAB_3389,Rehabilitation,Beginner,Pelvic Tilts | Cat-Cow Stretch | Neck Rotations,Recovery
REHAB_3390,Rehabilitation,Beginner,Gentle Walking | Overhead Reach | Foam Rolling,Recovery
REHAB_3391,Rehabilitation,Beginner,Progressive Muscle Relaxation | Knee-to-Chest Stretch | Foam Rolling,Recovery
REHAB_3392,Rehabilitation,Beginner,Neck Rotations | Seated Hamstring Stretch | Isometric Towel Presses,Recovery
REHAB_3393,Rehabilitation,Beginner,Pelvic Tilts | Overhead Reach | Neck Rotations,Recovery
REHAB_3394,Rehabilitation,Beginner,Gentle Walking | Child's Pose | Wrist Rotations,Recovery
REHAB_3395,Rehabilitation,Beginner,Ankle Pumps | Cat-Cow Stretch | Neck Rotations,Recovery
REHAB_3396,Rehabilitation,Beginner,Ankle Pumps | Cat-Cow Stretch | Isometric Towel Presses,Recovery
REHAB_3397,Rehabilitation,Beginner,Mindful Breathing | Calf Stretch on Wall | Seated Torso Twists (Light),Recovery
REHAB_3398,Rehabilitation,Beginner,Mindful Breathing | Overhead Reach | Static Wall Sits (Shallow),Recovery
REHAB_3399,Rehabilitation,Beginner,Neck Rotations | Chest Opener Stretch | Gentle Walking,Recovery
REHAB_3400,Rehabilitation,Beginner,Diaphragmatic Breathing | Knee-to-Chest Stretch | Seated Torso Twists (Light),Recovery
REHAB_3401,Rehabilitation,Beginner,Diaphragmatic Breathing | Overhead Reach | Gentle Walking,Recovery
REHAB_3402,Rehabilitation,Beginner,Gentle Walking | Calf Stretch on Wall | Assisted Leg Raises,Recovery
REHAB_3403,Rehabilitation,Beginner,Box Breathing | Seated Hamstring Stretch | Assisted Leg Raises,Recovery
REHAB_3404,Rehabilitation,Beginner,Neck Rotations | Knee-to-Chest Stretch | Pelvic Tilts,Recovery
REHAB_3405,Rehabilitation,Beginner,Deep Breathing | Calf Stretch on Wall | Isometric Towel Presses,Recovery
REHAB_3406,Rehabilitation,Beginner,Mindful Breathing | Knee-to-Chest Stretch | Seated Shoulder Rolls,Recovery
REHAB_3407,Rehabilitation,Beginner,Neck Rotations | Cat-Cow Stretch | Ankle Pumps,Recovery
REHAB_3408,Rehabilitation,Beginner,Diaphragmatic Breathing | Knee-to-Chest Stretch | Assisted Leg Raises,Recovery
REHAB_3409,Rehabilitation,Beginner,Neck Rotations | Calf Stretch on Wall | Seated Shoulder Rolls,Recovery
REHAB_3410,Rehabilitation,Beginner,Pelvic Tilts | Overhead Reach | Glute Squeezes,Recovery
REHAB_3411,Rehabilitation,Beginner,Seated Shoulder Rolls | Cat-Cow Stretch | Ankle Pumps,Recovery
REHAB_3412,Rehabilitation,Beginner,Neck Rotations | Lying Glute Stretch | Seated Torso Twists (Light),Recovery
REHAB_3413,Rehabilitation,Beginner,Pelvic Tilts | Chest Opener Stretch | Isometric Towel Presses,Recovery
REHAB_3414,Rehabilitation,Beginner,Wrist Rotations | Calf Stretch on Wall | Gentle Walking,Recovery
REHAB_3415,Rehabilitation,Beginner,Wrist Rotations | Child's Pose | Neck Rotations,Recovery
REHAB_3416,Rehabilitation,Beginner,Mindful Breathing | Overhead Reach | Wrist Rotations,Recovery
REHAB_3417,Rehabilitation,Beginner,Seated Torso Twists (Light) | Seated Hamstring Stretch | Wrist Rotations,Recovery
REHAB_3418,Rehabilitation,Beginner,Box Breathing | Lying Glute Stretch | Gentle Walking,Recovery
REHAB_3419,Rehabilitation,Beginner,Box Breathing | Seated Hamstring Stretch | Light Core Bracing,Recovery
REHAB_3420,Rehabilitation,Beginner,Deep Breathing | Calf Stretch on Wall | Assisted Leg Raises,Recovery
REHAB_3421,Rehabilitation,Beginner,Box Breathing | Knee-to-Chest Stretch | Pelvic Tilts,Recovery
REHAB_3422,Rehabilitation,Beginner,Neck Rotations | Overhead Reach | Static Wall Sits (Shallow),Recovery
REHAB_3423,Rehabilitation,Beginner,Guided Meditation | Seated Hamstring Stretch | Ankle Pumps,Recovery
REHAB_3424,Rehabilitation,Beginner,Progressive Muscle Relaxation | Chest Opener Stretch | Glute Squeezes,Recovery
REHAB_3425,Rehabilitation,Beginner,Neck Rotations | Child's Pose | Light Core Bracing,Recovery
REHAB_3426,Rehabilitation,Beginner,Ankle Pumps | Calf Stretch on Wall | Pelvic Tilts,Recovery
REHAB_3427,Rehabilitation,Beginner,Diaphragmatic Breathing | Knee-to-Chest Stretch | Assisted Leg Raises,Recovery
REHAB_3428,Rehabilitation,Beginner,Pelvic Tilts | Cat-Cow Stretch | Seated Shoulder Rolls,Recovery
REHAB_3429,Rehabilitation,Beginner,Deep Breathing | Overhead Reach | Gentle Walking,Recovery
REHAB_3430,Rehabilitation,Beginner,Diaphragmatic Breathing | Lying Glute Stretch | Ankle Pumps,Recovery
REHAB_3431,Rehabilitation,Beginner,Seated Shoulder Rolls | Lying Glute Stretch | Static Wall Sits (Shallow),Recovery
REHAB_3432,Rehabilitation,Beginner,Box Breathing | Knee-to-Chest Stretch | Static Wall Sits (Shallow),Recovery
REHAB_3433,Rehabilitation,Beginner,Gentle Walking | Seated Hamstring Stretch | Isometric Towel Presses,Recovery
REHAB_3434,Rehabilitation,Beginner,Seated Torso Twists (Light) | Seated Hamstring Stretch | Light Core Bracing,Recovery
REHAB_3435,Rehabilitation,Beginner,Diaphragmatic Breathing | Child's Pose | Glute Squeezes,Recovery
REHAB_3436,Rehabilitation,Beginner,Seated Torso Twists (Light) | Seated Hamstring Stretch | Ankle Pumps,Recovery
REHAB_3437,Rehabilitation,Beginner,Mindful Breathing | Knee-to-Chest Stretch | Assisted Leg Raises,Recovery
REHAB_3438,Rehabilitation,Beginner,Pelvic Tilts | Knee-to-Chest Stretch | Seated Torso Twists (Light),Recovery
REHAB_3439,Rehabilitation,Beginner,Gentle Walking | Calf Stretch on Wall | Light Core Bracing,Recovery
REHAB_3440,Rehabilitation,Beginner,Mindful Breathing | Lying Glute Stretch | Light Core Bracing,Recovery
REHAB_3441,Rehabilitation,Beginner,Mindful Breathing | Overhead Reach | Glute Squeezes,Recovery
REHAB_3442,Rehabilitation,Beginner,Guided Meditation | Seated Hamstring Stretch | Foam Rolling,Recovery
REHAB_3443,Rehabilitation,Beginner,Seated Shoulder Rolls | Calf Stretch on Wall | Foam Rolling,Recovery
REHAB_3444,Rehabilitation,Beginner,Seated Shoulder Rolls | Knee-to-Chest Stretch | Seated Shoulder Rolls,Recovery
REHAB_3445,Rehabilitation,Beginner,Seated Shoulder Rolls | Cat-Cow Stretch | Light Core Bracing,Recovery
REHAB_3446,Rehabilitation,Beginner,Guided Meditation | Calf Stretch on Wall | Seated Shoulder Rolls,Recovery
REHAB_3447,Rehabilitation,Beginner,Seated Shoulder Rolls | Calf Stretch on Wall | Seated Shoulder Rolls,Recovery
REHAB_3448,Rehabilitation,Beginner,Mindful Breathing | Knee-to-Chest Stretch | Ankle Pumps,Recovery
REHAB_3449,Rehabilitation,Beginner,Diaphragmatic Breathing | Lying Glute Stretch | Gentle Walking,Recovery
REHAB_3450,Rehabilitation,Beginner,Seated Torso Twists (Light) | Overhead Reach | Static Wall Sits (Shallow),Recovery
REHAB_3451,Rehabilitation,Beginner,Progressive Muscle Relaxation | Child's Pose | Assisted Leg Raises,Recovery
REHAB_3452,Rehabilitation,Beginner,Deep Breathing | Chest Opener Stretch | Seated Shoulder Rolls,Recovery
REHAB_3453,Rehabilitation,Beginner,Mindful Breathing | Overhead Reach | Seated Torso Twists (Light),Recovery
REHAB_3454,Rehabilitation,Beginner,Gentle Walking | Seated Hamstring Stretch | Glute Squeezes,Recovery
REHAB_3455,Rehabilitation,Beginner,Pelvic Tilts | Lying Glute Stretch | Pelvic Tilts,Recovery
REHAB_3456,Rehabilitation,Beginner,Pelvic Tilts | Lying Glute Stretch | Static Wall Sits (Shallow),Recovery
REHAB_3457,Rehabilitation,Beginner,Wrist Rotations | Chest Opener Stretch | Static Wall Sits (Shallow),Recovery
REHAB_3458,Rehabilitation,Beginner,Progressive Muscle Relaxation | Knee-to-Chest Stretch | Wrist Rotations,Recovery
REHAB_3459,Rehabilitation,Beginner,Seated Shoulder Rolls | Child's Pose | Seated Shoulder Rolls,Recovery
REHAB_3460,Rehabilitation,Beginner,Guided Meditation | Chest Opener Stretch | Wrist Rotations,Recovery
REHAB_3461,Rehabilitation,Beginner,Pelvic Tilts | Knee-to-Chest Stretch | Assisted Leg Raises,Recovery
REHAB_3462,Rehabilitation,Beginner,Seated Torso Twists (Light) | Child's Pose | Static Wall Sits (Shallow),Recovery
REHAB_3463,Rehabilitation,Beginner,Progressive Muscle Relaxation | Cat-Cow Stretch | Ankle Pumps,Recovery
REHAB_3464,Rehabilitation,Beginner,Progressive Muscle Relaxation | Lying Glute Stretch | Assisted Leg Raises,Recovery
REHAB_3465,Rehabilitation,Beginner,Mindful Breathing | Overhead Reach | Isometric Towel Presses,Recovery
REHAB_3466,Rehabilitation,Beginner,Progressive Muscle Relaxation | Calf Stretch on Wall | Seated Shoulder Rolls,Recovery
REHAB_3467,Rehabilitation,Beginner,Ankle Pumps | Knee-to-Chest Stretch | Light Core Bracing,Recovery
REHAB_3468,Rehabilitation,Beginner,Guided Meditation | Chest Opener Stretch | Gentle Walking,Recovery
REHAB_3469,Rehabilitation,Beginner,Seated Shoulder Rolls | Cat-Cow Stretch | Light Core Bracing,Recovery
REHAB_3470,Rehabilitation,Beginner,Box Breathing | Cat-Cow Stretch | Static Wall Sits (Shallow),Recovery
REHAB_3471,Rehabilitation,Beginner,Gentle Walking | Knee-to-Chest Stretch | Seated Torso Twists (Light),Recovery
REHAB_3472,Rehabilitation,Beginner,Deep Breathing | Child's Pose | Wrist Rotations,Recovery
REHAB_3473,Rehabilitation,Beginner,Box Breathing | Calf Stretch on Wall | Seated Torso Twists (Light),Recovery
REHAB_3474,Rehabilitation,Beginner,Ankle Pumps | Chest Opener Stretch | Wrist Rotations,Recovery
REHAB_3475,Rehabilitation,Beginner,Progressive Muscle Relaxation | Child's Pose | Isometric Towel Presses,Recovery
REHAB_3476,Rehabilitation,Beginner,Guided Meditation | Chest Opener Stretch | Pelvic Tilts,Recovery
REHAB_3477,Rehabilitation,Beginner,Seated Shoulder Rolls | Child's Pose | Pelvic Tilts,Recovery
REHAB_3478,Rehabilitation,Beginner,Seated Shoulder Rolls | Seated Hamstring Stretch | Gentle Walking,Recovery
REHAB_3479,Rehabilitation,Beginner,Neck Rotations | Knee-to-Chest Stretch | Ankle Pumps,Recovery
REHAB_3480,Rehabilitation,Beginner,Seated Torso Twists (Light) | Child's Pose | Glute Squeezes,Recovery
REHAB_3481,Rehabilitation,Beginner,Seated Torso Twists (Light) | Child's Pose | Light Core Bracing,Recovery
REHAB_3482,Rehabilitation,Beginner,Seated Torso Twists (Light) | Cat-Cow Stretch | Wrist Rotations,Recovery
REHAB_3483,Rehabilitation,Beginner,Ankle Pumps | Overhead Reach | Static Wall Sits (Shallow),Recovery
REHAB_3484,Rehabilitation,Beginner,Gentle Walking | Overhead Reach | Seated Torso Twists (Light),Recovery
REHAB_3485,Rehabilitation,Beginner,Neck Rotations | Overhead Reach | Gentle Walking,Recovery
REHAB_3486,Rehabilitation,Beginner,Deep Breathing | Lying Glute Stretch | Assisted Leg Raises,Recovery
REHAB_3487,Rehabilitation,Beginner,Progressive Muscle Relaxation | Seated Hamstring Stretch | Pelvic Tilts,Recovery
REHAB_3488,Rehabilitation,Beginner,Seated Torso Twists (Light) | Lying Glute Stretch | Gentle Walking,Recovery
REHAB_3489,Rehabilitation,Beginner,Seated Shoulder Rolls | Seated Hamstring Stretch | Static Wall Sits (Shallow),Recovery
REHAB_3490,Rehabilitation,Beginner,Pelvic Tilts | Lying Glute Stretch | Ankle Pumps,Recovery
REHAB_3491,Rehabilitation,Beginner,Pelvic Tilts | Calf Stretch on Wall | Seated Shoulder Rolls,Recovery
REHAB_3492,Rehabilitation,Beginner,Diaphragmatic Breathing | Cat-Cow Stretch | Seated Torso Twists (Light),Recovery
REHAB_3493,Rehabilitation,Beginner,Wrist Rotations | Knee-to-Chest Stretch | Wrist Rotations,Recovery
REHAB_3494,Rehabilitation,Beginner,Guided Meditation | Seated Hamstring Stretch | Seated Shoulder Rolls,Recovery
REHAB_3495,Rehabilitation,Beginner,Mindful Breathing | Chest Opener Stretch | Assisted Leg Raises,Recovery
REHAB_3496,Rehabilitation,Beginner,Wrist Rotations | Calf Stretch on Wall | Seated Torso Twists (Light),Recovery
REHAB_3497,Rehabilitation,Beginner,Seated Shoulder Rolls | Child's Pose | Pelvic Tilts,Recovery
REHAB_3498,Rehabilitation,Beginner,Neck Rotations | Calf Stretch on Wall | Isometric Towel Presses,Recovery
REHAB_3499,Rehabilitation,Beginner,Box Breathing | Child's Pose | Isometric Towel Presses,Recovery
REHAB_3500,Rehabilitation,Beginner,Gentle Walking | Seated Hamstring Stretch | Ankle Pumps,Recovery
REHAB_3501,Rehabilitation,Beginner,Box Breathing | Child's Pose | Ankle Pumps,Recovery
REHAB_3502,Rehabilitation,Beginner,Pelvic Tilts | Seated Hamstring Stretch | Glute Squeezes,Recovery
REHAB_3503,Rehabilitation,Beginner,Wrist Rotations | Child's Pose | Neck Rotations,Recovery
REHAB_3504,Rehabilitation,Beginner,Progressive Muscle Relaxation | Seated Hamstring Stretch | Seated Torso Twists (Light),Recovery
REHAB_3505,Rehabilitation,Beginner,Seated Shoulder Rolls | Knee-to-Chest Stretch | Isometric Towel Presses,Recovery
REHAB_3506,Rehabilitation,Beginner,Wrist Rotations | Seated Hamstring Stretch | Glute Squeezes,Recovery
REHAB_3507,Rehabilitation,Beginner,Deep Breathing | Cat-Cow Stretch | Static Wall Sits (Shallow),Recovery
REHAB_3508,Rehabilitation,Beginner,Deep Breathing | Seated Hamstring Stretch | Assisted Leg Raises,Recovery
REHAB_3509,Rehabilitation,Beginner,Guided Meditation | Overhead Reach | Light Core Bracing,Recovery
REHAB_3510,Rehabilitation,Beginner,Gentle Walking | Cat-Cow Stretch | Foam Rolling,Recovery
REHAB_3511,Rehabilitation,Beginner,Mindful Breathing | Chest Opener Stretch | Assisted Leg Raises,Recovery
REHAB_3512,Rehabilitation,Beginner,Diaphragmatic Breathing | Lying Glute Stretch | Assisted Leg Raises,Recovery
REHAB_3513,Rehabilitation,Beginner,Seated Shoulder Rolls | Seated Hamstring Stretch | Seated Shoulder Rolls,Recovery
REHAB_3514,Rehabilitation,Beginner,Gentle Walking | Cat-Cow Stretch | Static Wall Sits (Shallow),Recovery
REHAB_3515,Rehabilitation,Beginner,Wrist Rotations | Knee-to-Chest Stretch | Glute Squeezes,Recovery
REHAB_3516,Rehabilitation,Beginner,Ankle Pumps | Child's Pose | Seated Torso Twists (Light),Recovery
REHAB_3517,Rehabilitation,Beginner,Guided Meditation | Cat-Cow Stretch | Seated Shoulder Rolls,Recovery
REHAB_3518,Rehabilitation,Beginner,Guided Meditation | Cat-Cow Stretch | Light Core Bracing,Recovery
REHAB_3519,Rehabilitation,Beginner,Box Breathing | Lying Glute Stretch | Isometric Towel Presses,Recovery
REHAB_3520,Rehabilitation,Beginner,Mindful Breathing | Lying Glute Stretch | Pelvic Tilts,Recovery
REHAB_3521,Rehabilitation,Beginner,Pelvic Tilts | Overhead Reach | Seated Shoulder Rolls,Recovery
REHAB_3522,Rehabilitation,Beginner,Diaphragmatic Breathing | Seated Hamstring Stretch | Foam Rolling,Recovery
REHAB_3523,Rehabilitation,Beginner,Neck Rotations | Lying Glute Stretch | Assisted Leg Raises,Recovery
REHAB_3524,Rehabilitation,Beginner,Neck Rotations | Calf Stretch on Wall | Ankle Pumps,Recovery
REHAB_3525,Rehabilitation,Beginner,Deep Breathing | Seated Hamstring Stretch | Static Wall Sits (Shallow),Recovery
REHAB_3526,Rehabilitation,Beginner,Guided Meditation | Cat-Cow Stretch | Glute Squeezes,Recovery
REHAB_3527,Rehabilitation,Beginner,Seated Shoulder Rolls | Chest Opener Stretch | Wrist Rotations,Recovery
REHAB_3528,Rehabilitation,Beginner,Guided Meditation | Cat-Cow Stretch | Assisted Leg Raises,Recovery
REHAB_3529,Rehabilitation,Beginner,Pelvic Tilts | Cat-Cow Stretch | Seated Shoulder Rolls,Recovery
REHAB_3530,Rehabilitation,Beginner,Seated Shoulder Rolls | Lying Glute Stretch | Light Core Bracing,Recovery
REHAB_3531,Rehabilitation,Beginner,Mindful Breathing | Knee-to-Chest Stretch | Light Core Bracing,Recovery
REHAB_3532,Rehabilitation,Beginner,Deep Breathing | Cat-Cow Stretch | Wrist Rotations,Recovery
REHAB_3533,Rehabilitation,Beginner,Deep Breathing | Knee-to-Chest Stretch | Pelvic Tilts,Recovery
REHAB_3534,Rehabilitation,Beginner,Seated Torso Twists (Light) | Calf Stretch on Wall | Seated Torso Twists (Light),Recovery
REHAB_3535,Rehabilitation,Beginner,Pelvic Tilts | Cat-Cow Stretch | Neck Rotations,Recovery
REHAB_3536,Rehabilitation,Beginner,Seated Torso Twists (Light) | Seated Hamstring Stretch | Gentle Walking,Recovery
REHAB_3537,Rehabilitation,Beginner,Diaphragmatic Breathing | Child's Pose | Pelvic Tilts,Recovery
REHAB_3538,Rehabilitation,Beginner,Progressive Muscle Relaxation | Chest Opener Stretch | Glute Squeezes,Recovery
REHAB_3539,Rehabilitation,Beginner,Mindful Breathing | Cat-Cow Stretch | Pelvic Tilts,Recovery
REHAB_3540,Rehabilitation,Beginner,Progressive Muscle Relaxation | Child's Pose | Neck Rotations,Recovery
REHAB_3541,Rehabilitation,Beginner,Gentle Walking | Overhead Reach | Light Core Bracing,Recovery
REHAB_3542,Rehabilitation,Beginner,Mindful Breathing | Overhead Reach | Assisted Leg Raises,Recovery
REHAB_3543,Rehabilitation,Beginner,Neck Rotations | Overhead Reach | Static Wall Sits (Shallow),Recovery
REHAB_3544,Rehabilitation,Beginner,Seated Torso Twists (Light) | Child's Pose | Neck Rotations,Recovery
REHAB_3545,Rehabilitation,Beginner,Diaphragmatic Breathing | Seated Hamstring Stretch | Wrist Rotations,Recovery
REHAB_3546,Rehabilitation,Beginner,Guided Meditation | Overhead Reach | Glute Squeezes,Recovery
REHAB_3547,Rehabilitation,Beginner,Neck Rotations | Chest Opener Stretch | Wrist Rotations,Recovery
REHAB_3548,Rehabilitation,Beginner,Ankle Pumps | Overhead Reach | Isometric Towel Presses,Recovery
REHAB_3549,Rehabilitation,Beginner,Progressive Muscle Relaxation | Seated Hamstring Stretch | Static Wall Sits (Shallow),Recovery
REHAB_3550,Rehabilitation,Beginner,Pelvic Tilts | Child's Pose | Light Core Bracing,Recovery
REHAB_3551,Rehabilitation,Beginner,Neck Rotations | Cat-Cow Stretch | Seated Torso Twists (Light),Recovery
